,-1,0,1,2
"[1.0, 25.0, 9.0, 16.0]",-71.5670894125,-67.9700456555,-71.1448269251,-71.8670665505
"[65.0, 111.0, 46.0, 65.0]",-66.1897848275,-72.0693133798,-73.081461442,-73.760312213
"[23.0, 33.0, 11.0, 22.0]",-65.2119940269,-58.4058786081,-71.5693054512,-76.0069549594
"[29.0, 32.0, 2.0, 30.0]",-56.5328716837,-47.1275804185,-58.7330668123,-62.7223794375
"[30.0, 30.0, 0.0, 30.0]",-63.9913217809,-72.5289505545,-79.3106839181,-77.6691127124
"[-13.0, 17.0, 3.0, 14.0]",-57.9840363918,-49.3522560478,-70.0373396606,-73.8601972972
"[-7.0, 22.0, 10.0, 12.0]",-33.3481156078,-39.6658768062,-62.9373230232,-53.0757725743
"[16.0, 29.0, 4.0, 25.0]",-102.152094193,-95.1276582789,-102.324763818,-102.07703213
"[20.0, 54.0, 34.0, 20.0]",-93.4933035675,-85.7507604815,-94.8493509535,-95.2922189846
"[-16.0, 32.0, 17.0, 15.0]",-79.5397240836,-70.818502065,-78.5720950772,-78.0655598159
"[-14.0, 27.0, 16.0, 11.0]",-57.1098948163,-63.2859874507,-64.6377057026,-64.6828576643
"[-37.0, 25.0, 2.0, 23.0]",-54.8232431499,-47.5363578951,-55.3880649734,-55.9024440732
"[-82.0, 82.0, 78.0, 4.0]",-39.9138961618,-28.7955674669,-35.6569700831,-36.2824444435
"[15.0, 33.0, 10.0, 23.0]",-24.6907158259,-13.6122498345,-23.1756677273,-26.215717783
"[3.0, 20.0, 13.0, 7.0]",-17.3822306371,5.67407441888,-16.410735046,-20.7449142292
"[40.0, 40.0, 2.0, 38.0]",-18.0140721864,-17.5821262716,-18.7867699554,-16.8528913932
"[17.0, 28.0, 0.0, 28.0]",-8.44135277283,-8.62374737523,-10.7599938113,1.57313977938
"[-15.0, 47.0, 38.0, 9.0]",-7.5706969006,-8.30627992247,-6.0216465741,12.287811442
"[18.0, 29.0, 9.0, 20.0]",-4.37161737943,-3.24389691,4.87530484327,-1.41904644904
"[-3.0, 18.0, 7.0, 11.0]",1.75023804449,10.1031556976,7.97319363752,6.49698807053
"[-13.0, 39.0, 22.0, 17.0]",-6.77714770708,-1.64988457253,-0.797825320519,-5.32853898253
"[-52.0, 58.0, 50.0, 8.0]",-7.71573897982,-6.81731742961,-7.18750393119,-8.30229521924
"[19.0, 27.0, -1.0, 28.0]",-10.0391877068,-7.39912139372,-9.32827996076,-10.9179882224
"[-2.0, 42.0, 12.0, 30.0]",-13.1643755127,-10.2489257116,-4.23710061152,-12.6346556501
"[-19.0, 26.0, 21.0, 5.0]",-16.1486543031,-11.5031450789,2.80709042078,-18.3737859736
"[-7.0, 32.0, 13.0, 19.0]",-18.6103486032,-13.5256491768,16.5222014009,-17.1670416494
"[3.0, 36.0, 23.0, 13.0]",-22.0914214126,-15.9402446494,31.6230492979,-20.4535428628
"[2.0, 30.0, 12.0, 18.0]",-28.222090474,44.7492704469,-9.58314955905,-23.358946863
"[-6.0, 18.0, 14.0, 4.0]",-41.3754199765,-18.1865201626,-10.5435573021,-43.0117926179
"[14.0, 28.0, 13.0, 15.0]",-4.36335523334,22.6038946684,-0.525403960566,-7.4778771265
"[21.0, 29.0, 6.0, 23.0]",-1.16441564053,28.8827321942,2.14648373979,-2.69748655278
"[5.0, 25.0, 14.0, 11.0]",2.69870063977,34.2393028355,7.43100765472,3.79870777827
"[53.0, 61.0, 8.0, 53.0]",98.0481469816,7.37384097324,5.85137346216,12.2430295027
"[7.0, 23.0, -2.0, 25.0]",13.8134121858,15.3885313318,13.6506424139,115.659426257
"[-18.0, 21.0, 20.0, 1.0]",22.0181386682,16.2648740398,128.749302057,13.6809904811
"[5.0, 26.0, 10.0, 16.0]",140.51932322,10.8596741106,5.56726798934,20.0016096422
"[57.0, 74.0, 19.0, 55.0]",103.542466905,19.7069619746,28.3706457204,17.5189297917
"[-33.0, 58.0, 47.0, 11.0]",21.5658077636,113.97992238,39.2941200451,31.5734358484
"[-43.0, 56.0, 48.0, 8.0]",12.9289396145,9.26315658201,26.7377126962,127.030306018
"[13.0, 20.0, 10.0, 10.0]",10.8689111366,9.40919516548,59.9183691689,11.2854260235
"[7.0, 34.0, 26.0, 8.0]",-14.9995714166,-15.0166533527,-15.003030482,-15.1906794433
"[-9.0, 24.0, 16.0, 8.0]",-24.8179694329,-26.6329013947,-29.4740287075,-31.0027690273
"[22.0, 42.0, 8.0, 34.0]",-1.0316324146,-1.09696483299,-1.32491655866,-4.15145822054
"[13.0, 47.0, 11.0, 36.0]",-8.41913239482,-8.3003786721,-17.8592523205,-9.44867437808
"[42.0, 46.0, 4.0, 42.0]",-16.5889303703,-17.9322817131,-21.4705667871,-23.3255220617
"[19.0, 27.0, 8.0, 19.0]",-23.8621771033,-22.8878051676,-34.5495146262,-29.2403940588
"[15.0, 59.0, 33.0, 26.0]",-26.7147304634,-28.5863248832,-36.7088806281,-34.3077122737
"[19.0, 41.0, 10.0, 31.0]",-30.7670584337,-28.0126620801,-35.4462254357,-41.593499347
"[4.0, 42.0, 35.0, 7.0]",-29.6208862533,-27.8815145483,-48.2762378048,-47.503389797
"[11.0, 37.0, 14.0, 23.0]",-24.9550187006,-30.8032355717,-49.043475722,-49.9836668027
"[19.0, 21.0, 0.0, 21.0]",-24.5883923375,-26.5616162903,-43.0185003248,-36.959897597
"[9.0, 24.0, 0.0, 24.0]",-22.3120256014,-21.2694764451,-46.6834784812,-47.1950917796
"[-29.0, 57.0, 40.0, 17.0]",-46.1049032561,-49.2345961955,-50.6096519704,-51.3628507803
"[0.0, 26.0, 14.0, 12.0]",-42.1162965369,-39.20217786,-51.4590235345,-48.7270361483
"[18.0, 22.0, 2.0, 20.0]",-29.6112532694,-34.0449841561,-49.3584260747,-45.0113988423
"[-6.0, 23.0, 16.0, 7.0]",-23.3543974437,-15.6893706307,-27.0059287602,-33.7437960578
"[5.0, 13.0, 6.0, 7.0]",-8.0079047573,10.7088209254,-4.75792577762,-3.13695036348
"[-22.0, 51.0, 38.0, 13.0]",-16.9175695632,-18.1097806264,-18.9282142769,-14.4490091246
"[-15.0, 46.0, 19.0, 27.0]",-16.8103057462,-11.9827728453,-11.0829248857,0.303790684477
"[-8.0, 26.0, 13.0, 13.0]",-16.1387863703,-11.2321072875,4.88163943381,-25.6611290428
"[-29.0, 37.0, 31.0, 6.0]",-16.464620313,-12.8341532635,-6.91065545689,-14.3670691328
"[10.0, 20.0, 12.0, 8.0]",-15.6793737062,-6.33236927569,-13.0439537897,-12.0225170714
"[3.0, 9.0, 4.0, 5.0]",-15.8956385539,-3.31939140871,-11.0269705924,-20.2906798658
"[-13.0, 35.0, 30.0, 5.0]",-13.0858890828,0.999329763545,-11.6037047102,-13.1665280242
"[20.0, 29.0, 7.0, 22.0]",7.08973926449,-13.8713313495,-12.7193279239,-12.1765426291
"[8.0, 16.0, 5.0, 11.0]",-10.3808480278,3.04537725292,-11.0932389257,-11.1076304405
"[11.0, 24.0, 5.0, 19.0]",-23.4456690388,7.0753830067,-6.83789771301,-22.6975783399
"[32.0, 37.0, 4.0, 33.0]",-2.88709904109,19.1393100758,-2.07226779713,-3.02872709935
"[-19.0, 19.0, 12.0, 7.0]",-17.6627535656,-7.0380276639,28.5684093165,-8.32313186791
"[-75.0, 72.0, 60.0, 12.0]",-20.6539030171,-11.4254595553,-13.2070933972,-30.6155486898
"[-15.0, 39.0, 18.0, 21.0]",-26.8857872819,-17.8718542316,-14.9026619514,-21.1801265675
"[-14.0, 28.0, 17.0, 11.0]",-35.9944400113,-21.4507678887,-21.478433164,-43.2627009155
"[-49.0, 68.0, 51.0, 17.0]",-54.9557666345,-27.173486881,-27.1815608803,-64.3344238809
"[-60.0, 68.0, 59.0, 9.0]",-45.8531327537,-31.5605113101,-30.8802826044,-52.0405428939
"[10.0, 28.0, 19.0, 9.0]",-54.3601493225,-31.3697960353,-31.6970604555,-41.2128590722
"[-10.0, 43.0, 38.0, 5.0]",-58.4425561801,-33.7398084055,-33.8066732772,-58.2864026684
"[-22.0, 48.0, 22.0, 26.0]",-61.2422156531,-40.0105335001,-40.4092998098,-78.2139190788
"[-74.0, 103.0, 76.0, 27.0]",-66.2327955191,-49.2356434264,-43.8209684564,-85.1694908518
"[-13.0, 68.0, 16.0, 52.0]",-58.5058927344,-52.1649212591,-54.9365912144,-68.6056093924
"[27.0, 70.0, 41.0, 29.0]",-88.7007448522,-51.1444686934,-52.5311081654,-73.3880838588
"[-12.0, 14.0, 2.0, 12.0]",-81.0443035421,-52.3378741799,-51.210220274,-95.3732365391
"[0.0, 53.0, 38.0, 15.0]",-93.7997555206,-52.2394814646,-54.5942586261,-96.2627358564
"[-33.0, 46.0, 45.0, 1.0]",-111.152880523,-53.4056460568,-58.244282705,-83.815759845
"[2.0, 46.0, 33.0, 13.0]",-69.8280528839,-52.1243631688,-54.4139199562,-81.8863677576
"[26.0, 56.0, 27.0, 29.0]",-78.5881969539,-56.9798200243,-48.2274911853,-89.3379823389
"[-21.0, 37.0, 32.0, 5.0]",-65.5320090429,-41.0424553974,-50.4423471705,-71.8841635017
"[16.0, 17.0, 2.0, 15.0]",-62.8339698856,-46.206782269,-42.0141489402,-70.218448169
"[-39.0, 60.0, 45.0, 15.0]",-60.036658647,-42.0357378546,-38.1102893404,-58.8609635226
"[16.0, 34.0, 4.0, 30.0]",-53.8060056418,-30.0596572317,-37.8101589316,-64.9621150733
"[2.0, 33.0, 24.0, 9.0]",-55.720143552,-33.8384794008,-25.8032281921,-53.604788337
"[-13.0, 29.0, 14.0, 15.0]",-40.3544638589,-33.730898974,-20.9669710214,-55.9246404364
"[-14.0, 31.0, 18.0, 13.0]",-59.6322810838,-29.9664802438,-22.2371003437,-50.2599374194
"[-54.0, 86.0, 51.0, 35.0]",-42.8449995873,-20.9882110114,-27.3013270334,-46.2019593882
"[91.0, 109.0, 19.0, 90.0]",-53.645840159,-15.9312700625,-24.7585589696,-64.5580634114
"[-15.0, 34.0, 24.0, 10.0]",-54.6434342999,-25.7053940597,-10.6159668768,-40.7482625285
"[-21.0, 40.0, 23.0, 17.0]",-42.8526896684,-0.889567318124,-19.438264623,-56.4791429201
"[14.0, 35.0, 12.0, 23.0]",-45.4992271435,-14.9823314592,4.31551554779,-56.4571778139
"[-1.0, 31.0, 0.0, 31.0]",-42.3183076903,-20.2268499295,-18.3899103907,-23.1600926921
"[3.0, 27.0, 0.0, 27.0]",-43.6898066114,-21.7007205184,-21.3078309459,-37.741455658
"[-42.0, 74.0, 56.0, 18.0]",-39.9105707075,-25.6907570539,-25.331245451,-32.18884185
"[-16.0, 34.0, 32.0, 2.0]",-28.6225199462,-27.2638088408,-26.3161126557,-51.9192928506
"[9.0, 33.0, 26.0, 7.0]",-41.9414955361,-29.9999178472,-27.7006010454,-61.4259361865
"[-36.0, 49.0, 43.0, 6.0]",-61.8916681358,-29.6322340546,-23.6578890549,-71.1105189366
"[-40.0, 35.0, 35.0, 0.0]",-45.366609988,-28.5318362891,-14.5079442154,-55.8229856173
"[18.0, 18.0, 0.0, 18.0]",-33.2017623375,-17.9040849562,-5.88875513862,-60.012571061
"[-26.0, 54.0, 54.0, 0.0]",-61.1117564958,-15.7989589549,-33.2097431322,-57.454027524
"[-26.0, 42.0, 34.0, 8.0]",-56.4712584214,-18.0071878369,-27.2902537214,-46.5497364726
"[26.0, 34.0, 10.0, 24.0]",-53.3509211654,-22.4650354273,-7.29865941764,-54.7624224448
"[7.0, 39.0, 8.0, 31.0]",-37.8151621805,-16.1087069821,10.3630129638,-42.8873435457
"[-25.0, 42.0, 36.0, 6.0]",-18.6887916567,-10.1292577283,16.2327069522,-14.1423970543
"[25.0, 24.0, 2.0, 22.0]",-0.276589978133,-5.62126966779,23.8408022965,-13.1784978411
"[34.0, 46.0, 13.0, 33.0]",25.1929949027,-5.1027403131,-5.31644072423,-1.69558557091
"[22.0, 35.0, 10.0, 25.0]",11.9561716502,-5.13495396393,-11.9943880215,-10.9155422647
"[15.0, 33.0, 15.0, 18.0]",-7.98355129998,13.5315193666,-13.4827788834,-13.3364259744
"[9.0, 17.0, 3.0, 14.0]",-9.08372201245,16.3371257694,-16.3801070654,-15.872748572
"[8.0, 24.0, 9.0, 15.0]",21.2557646977,-4.58681298261,-7.32767610077,-11.9862507266
"[-12.0, 16.0, 5.0, 11.0]",-7.89723629958,-6.54989365823,27.9189590472,-1.87227057329
"[-36.0, 36.0, 34.0, 2.0]",-6.21254516045,-6.06422892952,12.2286697404,-6.66852072069
"[-6.0, 22.0, 10.0, 12.0]",-8.68944934145,-0.858848660193,12.2193108275,-8.06590770508
"[4.0, 18.0, 0.0, 18.0]",105.061511933,24.5757079972,17.8421941146,26.0711718049
"[-10.0, 12.0, 12.0, 0.0]",4.31842779394,3.1836872423,82.4250320677,24.1949158661
"[-89.0, 92.0, 91.0, 1.0]",3.81948149789,0.611884519229,3.18144130604,9.19811325194
"[12.0, 39.0, 4.0, 35.0]",-6.80993504173,-7.02668813721,-7.43063456442,-6.95712254104
"[-13.0, 34.0, 27.0, 7.0]",-77.7280959742,-23.2115500742,-25.4702766714,-69.8571866111
"[-29.0, 36.0, 32.0, 4.0]",-11.7100511181,-6.04385261963,-5.13103427878,-10.8328812263
"[11.0, 18.0, -2.0, 20.0]",-8.68432758801,-8.3615054536,-8.53713263363,-3.40542904916
"[16.0, 54.0, 6.0, 48.0]",-10.5210153878,-3.88853590839,-10.4557798383,-11.9334155073
"[-22.0, 45.0, 32.0, 13.0]",-15.8912530646,-13.6003700208,-3.75608214082,-17.3392680699
"[-18.0, 38.0, 28.0, 10.0]",-17.3913635787,-15.2795965221,-4.94536781673,-17.9757065977
"[10.0, 38.0, 10.0, 28.0]",-16.1109864826,-17.3637661847,-17.5986673096,8.87322357188
"[22.0, 28.0, 0.0, 28.0]",-26.6795774188,2.09791955428,-38.8046433581,-29.4796402175
"[-2.0, 18.0, 20.0, -2.0]",0.80312420481,44.1366309281,5.25314741817,1.08146568932
"[-13.0, 37.0, 18.0, 19.0]",0.899693686384,44.2400377598,7.42885422693,2.34347019892
"[-3.0, 24.0, 8.0, 16.0]",-0.839912092549,6.75007971344,41.5920861711,2.33665224308
"[-30.0, 44.0, 37.0, 7.0]",2.02031768679,3.87752115305,30.1231063701,2.19752381818
"[11.0, 20.0, 10.0, 10.0]",6.35895569389,31.7257603423,14.4945760487,1.73200298708
"[10.0, 16.0, 0.0, 16.0]",68.4498340791,4.63473203065,7.06556585732,14.6002253688
"[-1.0, 16.0, 6.0, 10.0]",6.17855386137,3.0699709658,31.0527871586,14.9597254645
"[-51.0, 61.0, 53.0, 8.0]",7.42046652495,27.4211434212,5.69927649386,4.97298373807
"[24.0, 21.0, -8.0, 29.0]",60.5262488442,4.30544589347,5.62672914273,13.810210045
"[17.0, 29.0, 9.0, 20.0]",0.318590767543,31.5271756296,-1.73186823719,-12.2623668874
"[31.0, 60.0, 24.0, 36.0]",-0.436671279177,1.64669012211,7.17088469631,56.6407195312
"[-13.0, 18.0, 17.0, 1.0]",2.53105256981,2.26799202498,33.0670668958,5.82070718116
"[-66.0, 72.0, 71.0, 1.0]",-8.15967760362,0.453053347308,-2.45945962921,-7.48426379338
"[-9.0, 29.0, 17.0, 12.0]",-5.22711671643,-1.23084213354,-3.43956731423,-5.61893476364
"[8.0, 15.0, 1.0, 14.0]",-6.85761780221,-4.69320905602,-3.18129587458,-8.63931760588
"[-9.0, 28.0, 11.0, 17.0]",-9.45766415569,-5.41089487904,-5.46788665456,-10.704941252
"[-5.0, 24.0, 8.0, 16.0]",-6.74958441756,-6.50468134761,-6.58672104715,-6.31263960238
"[-11.0, 12.0, 8.0, 4.0]",-9.84661910207,-9.8594148016,-9.85087207385,-9.85372551079
"[-5.0, 35.0, 13.0, 22.0]",-14.7589434583,-14.7452537953,-14.7998190682,-14.7630891438
"[-1.0, 26.0, 16.0, 10.0]",-20.6209902172,-21.859939943,-23.5344499866,-22.516807241
"[4.0, 22.0, 1.0, 21.0]",-10.2212508982,-12.1278657146,-12.4334697858,-12.388094415
"[0.0, 22.0, 19.0, 3.0]",-15.4210221629,-14.589656196,-7.35352364763,-14.7385962218
"[-17.0, 32.0, 26.0, 6.0]",-63.6696528224,-22.8390922384,-9.95214983044,-56.1745529542
"[-32.0, 40.0, 27.0, 13.0]",-23.2011813706,-15.0312489966,-14.2432056912,-27.074616097
"[2.0, 43.0, 24.0, 19.0]",-18.1260690859,-14.3389107048,-16.2710663117,-20.4220304684
"[31.0, 48.0, 17.0, 31.0]",-39.7044579533,-18.6142517836,-11.1895939281,-46.1928733398
"[37.0, 44.0, 0.0, 44.0]",2.20257784765,22.7171827255,2.70089526912,3.86865434718
"[-7.0, 30.0, 26.0, 4.0]",-14.187375458,9.20537066053,29.1334273015,-9.60016510649
"[-36.0, 39.0, 37.0, 2.0]",21.4113023952,-1.16846630085,-0.95573243718,5.409853019
"[5.0, 31.0, 8.0, 23.0]",9.98350410973,-6.39219200212,-10.0846942687,-10.4112291058
"[3.0, 27.0, 12.0, 15.0]",5.95015300387,-0.334474925923,-9.80811523947,-6.73083749298
"[24.0, 33.0, 6.0, 27.0]",-0.293213318206,6.16909159555,-8.93352137334,-8.22707976705
"[-3.0, 20.0, 12.0, 8.0]",7.08081627887,-0.0885490380786,-16.6280090321,-16.0645465885
"[35.0, 54.0, 10.0, 44.0]",7.31683957869,0.267210914674,-13.3009453757,-13.1766526496
"[0.0, 13.0, 5.0, 8.0]",2.86804329745,3.68923114526,8.96931581808,2.56310152381
"[-18.0, 34.0, 21.0, 13.0]",7.88158972735,7.76160559684,37.1385244949,7.11405598088
"[8.0, 22.0, 10.0, 12.0]",12.6593073461,39.5677364764,15.5194205508,19.6087397147
"[16.0, 28.0, 4.0, 24.0]",25.8172839786,19.6890008788,16.4545925377,81.2375734093
"[11.0, 21.0, -1.0, 22.0]",13.2551215948,13.8492373982,23.7213204595,66.5305554865
"[-16.0, 28.0, 24.0, 4.0]",53.0906713319,12.3935821376,8.54577570433,11.7013665657
"[11.0, 14.0, 0.0, 14.0]",11.6338068562,23.043073724,31.5425212034,64.1656782497
"[-4.0, 23.0, 7.0, 16.0]",103.805342461,23.574680638,30.3126516752,28.5600840013
"[17.0, 45.0, 24.0, 21.0]",19.5952551936,20.5551929442,67.3583737749,19.1315843485
"[-14.0, 25.0, 15.0, 10.0]",0.894208814574,7.1637554595,1.91765047688,0.0452333804373
"[-3.0, 18.0, 14.0, 4.0]",13.2557667872,0.071376461319,0.0400527314453,4.01447031021
"[0.0, 18.0, 8.0, 10.0]",-2.43008751652,0.698853161409,-5.73486042698,-4.86701185924
"[-8.0, 27.0, 19.0, 8.0]",-21.9188991625,-0.657533445177,-3.43767993219,-21.8945943174
"[-4.0, 23.0, 8.0, 15.0]",-2.33806293334,-1.68453037714,9.30548750543,-2.68361763379
"[-1.0, 18.0, 6.0, 12.0]",-19.1542593438,-3.67836485319,7.9772973879,-22.8871161708
"[-6.0, 15.0, 15.0, 0.0]",-2.95021087168,-2.70584965587,-0.607967866479,-3.10429073037
"[5.0, 16.0, 7.0, 9.0]",-18.3666267625,-7.18301556959,0.813277195884,-16.4874299302
"[-13.0, 13.0, 15.0, -2.0]",-4.46718687792,0.407557274202,-2.16248613959,-7.08609621103
"[42.0, 64.0, 8.0, 56.0]",-7.59239221736,2.42172254612,-0.844368566193,-6.10276896432
"[-7.0, 20.0, 4.0, 16.0]",-8.69878941841,1.54528852158,4.86359326845,-9.89388599055
"[-7.0, 22.0, 19.0, 3.0]",-10.7453976425,-2.87366251958,7.2552870502,-9.90753652451
"[-16.0, 14.0, 19.0, -5.0]",-17.6385535039,-15.363102463,-15.6408707078,-20.7819489512
"[9.0, 15.0, 3.0, 12.0]",-45.371266999,-19.1540664227,-15.0665659345,-50.8631455714
"[-1.0, 20.0, 11.0, 9.0]",-31.9996961544,-10.9980017235,-11.6250746551,-22.2911474552
"[-30.0, 36.0, 29.0, 7.0]",-14.8995660804,11.5690512699,2.84770870664,-11.4552833286
"[-17.0, 19.0, 26.0, -7.0]",-12.5879892483,3.5956440155,13.4088920397,-8.83944697658
"[7.0, 17.0, 7.0, 10.0]",-14.279584497,16.3484802021,4.45657856705,-17.9524230086
"[-16.0, 27.0, 22.0, 5.0]",-3.65082569942,0.715600312706,19.9509606799,-3.88075544895
"[17.0, 23.0, 5.0, 18.0]",-25.5384711832,5.00194431413,-15.7571334346,-39.291741892
"[0.0, 12.0, 1.0, 11.0]",-36.5889015422,-9.26487640725,-21.2173921681,-35.8980246873
"[1.0, 25.0, 20.0, 5.0]",-29.7693806824,-17.9312173821,-13.1921073464,-34.8101810724
"[12.0, 25.0, 2.0, 23.0]",-33.7475584068,-8.94915758204,-16.1131334442,-29.372023221
"[-6.0, 25.0, 26.0, -1.0]",-39.7598042278,-12.3606919926,-5.07607041453,-44.8522273996
"[-41.0, 54.0, 47.0, 7.0]",-28.1977256481,-11.6551202799,0.863281797527,-32.9090985024
"[4.0, 9.0, 0.0, 9.0]",-27.5127565861,-13.2141667991,-19.8562625037,-39.7715757621
"[14.0, 37.0, 11.0, 26.0]",-29.1232765511,-17.2527079045,-11.7846125704,-30.1102959087
"[-5.0, 13.0, 12.0, 1.0]",-28.9838444919,-14.4134050508,-2.21147189022,-33.3660742214
"[-6.0, 15.0, 5.0, 10.0]",-21.3528531519,-9.6476902396,0.592818308257,-27.6118784964
"[5.0, 18.0, 13.0, 5.0]",-9.88078003267,4.02253212012,-6.69804751254,-11.1907748444
"[32.0, 35.0, 4.0, 31.0]",-9.78691897332,6.89225995305,-2.74411292075,-15.2895165261
"[9.0, 16.0, 1.0, 15.0]",-9.63341592077,-4.52668659746,-3.56343310987,-10.8324784913
"[27.0, 42.0, 0.0, 42.0]",-1.04559450271,-6.39723193868,-4.67071167492,-0.116037098147
"[33.0, 37.0, -16.0, 53.0]",-12.760655179,-11.7139568078,-13.6711899295,-13.234609766
"[21.0, 39.0, 12.0, 27.0]",-18.8977594274,-16.8849319449,-19.3233252677,-21.3189341227
"[2.0, 20.0, 4.0, 16.0]",-30.2373794538,-28.1108875973,-32.1771362495,-29.990459167
"[-17.0, 25.0, 17.0, 8.0]",-6.66568872947,-22.7302221491,-45.256282027,-33.4446579173
"[-10.0, 38.0, 30.0, 8.0]",-30.2812148553,-34.0131613291,-43.6500019257,-37.8267959569
"[-9.0, 45.0, 30.0, 15.0]",-29.3198137526,-32.9681150618,-51.8528287114,-47.0243580658
"[12.0, 26.0, 3.0, 23.0]",-29.5981894056,-32.0095509088,-44.3732468568,-44.6436253041
"[-13.0, 18.0, 14.0, 4.0]",-36.5560417785,-26.2083254367,-34.0981776082,-55.0423847886
"[-16.0, 28.0, 17.0, 11.0]",-48.1374636167,-38.3358422746,-52.0004165192,-63.3367596694
"[-8.0, 21.0, 19.0, 2.0]",-42.9887622231,-26.9217435782,-44.0515832099,-47.1214517508
"[16.0, 14.0, 1.0, 13.0]",-31.0488839261,-11.190849834,-31.9294480274,-39.9050147076
"[-22.0, 31.0, 23.0, 8.0]",-18.4696176693,15.2366804863,-11.09593395,-15.9828792379
"[-8.0, 15.0, 18.0, -3.0]",1.02915809716,38.8340141596,3.66907069837,-3.14989132936
"[-20.0, 29.0, 19.0, 10.0]",1.24586008746,6.90134329819,63.6437206782,0.941762627943
"[-24.0, 31.0, 27.0, 4.0]",7.04719161254,61.6559370752,14.7577783557,-2.19702220992
"[-38.0, 42.0, 40.0, 2.0]",87.9320309316,-3.74940904136,-6.0677153032,26.6912289525
"[42.0, 43.0, 5.0, 38.0]",-13.3958260161,-9.05502594105,-27.2915142629,-24.3454395392
"[70.0, 125.0, 50.0, 75.0]",-8.90384687214,-20.4731994833,-32.7618139516,-29.150985552
"[-7.0, 32.0, 18.0, 14.0]",-16.2226161904,-21.3199393024,-33.0761164915,-29.0082195049
"[-3.0, 28.0, 19.0, 9.0]",-22.1624522991,-16.8630851943,-26.2244536328,-26.275808882
"[-17.0, 20.0, 18.0, 2.0]",-23.4728919745,-16.7996181414,-23.4283385185,-28.7728025259
"[5.0, 20.0, 16.0, 4.0]",-4.53019541788,21.853318617,-11.5632840872,-12.1160819148
"[-24.0, 40.0, 20.0, 20.0]",2.16432672626,28.4933807051,-3.46624192129,0.391077191665
"[-2.0, 22.0, 9.0, 13.0]",16.4332017189,35.4697798927,15.2146968111,12.5005974304
"[-22.0, 52.0, 41.0, 11.0]",7.93104837978,41.0887054517,7.51349143035,2.88489445351
"[15.0, 23.0, 5.0, 18.0]",49.0086639375,18.178094708,0.701383068135,-4.79255842047
"[40.0, 56.0, 8.0, 48.0]",-35.8350006666,-38.1151069721,-45.2900983414,-40.8274789716
"[-7.0, 53.0, 12.0, 41.0]",-38.7313140401,-37.4414308474,-40.1458450851,-38.8933860193
"[-37.0, 34.0, 44.0, -10.0]",-37.1349260034,-35.7692434816,-37.5904967016,-37.7692267276
"[-18.0, 79.0, 24.0, 55.0]",-35.0335697273,-33.5192625016,-34.7590504759,-35.0208327167
"[32.0, 65.0, 15.0, 50.0]",-33.4179030594,-34.1307189351,-35.0010515528,-35.5507275769
"[18.0, 33.0, 0.0, 33.0]",-32.318618567,-34.2566131806,-34.6805907536,-34.1308801345
"[-9.0, 14.0, 5.0, 9.0]",-26.7843710339,-28.3459707347,-29.0960317621,-28.2147874512
"[-3.0, 28.0, 23.0, 5.0]",-26.7741337341,-25.3371795531,-26.9928045759,-27.9309153066
"[2.0, 17.0, 2.0, 15.0]",-26.058076102,-27.2928995214,-23.9817347463,-25.8178844503
"[1.0, 14.0, 9.0, 5.0]",-25.7961637251,-24.7756955057,-25.8273122521,-25.8540571016
"[17.0, 18.0, 0.0, 18.0]",-49.3625539672,-52.5231871084,-64.8948839791,-67.5548700167
"[-46.0, 59.0, 45.0, 14.0]",-19.3972365679,-18.2763481839,-18.4792687334,-17.0217438939
"[-11.0, 27.0, 11.0, 16.0]",-20.4314696086,-19.4427982611,-18.9241290435,-19.1706220555
"[-14.0, 21.0, 17.0, 4.0]",-24.4848593445,-23.8519128222,-23.9720804085,-23.8812384729
"[-8.0, 18.0, 10.0, 8.0]",-30.8811174832,-30.8734733059,-31.0926924849,-31.483474132
"[10.0, 17.0, 2.0, 15.0]",-39.7876023914,-39.5408781361,-39.6989198593,-39.6172965558
"[-17.0, 19.0, 18.0, 1.0]",-55.948447348,-48.7337773373,-55.9185434919,-64.521141496
"[16.0, 17.0, 1.0, 16.0]",-17.6535401071,-12.327944677,10.6248795888,-11.1456283627
"[-7.0, 10.0, 9.0, 1.0]",-17.2035587861,-8.33682936703,-1.71641456147,-17.5967698476
"[-9.0, 21.0, 10.0, 11.0]",-19.9033310958,-10.6440839885,-4.05297769954,-17.7813942709
"[-7.0, 16.0, 9.0, 7.0]",-17.6945236842,-1.71406688565,-14.049392316,-23.5481650422
"[3.0, 14.0, 10.0, 4.0]",-1.32084964902,-15.5427962658,-17.0165633338,-16.8539128959
"[7.0, 23.0, 7.0, 16.0]",-10.9141256767,-4.76444909797,-16.5266178517,-18.0818457255
"[-19.0, 20.0, 17.0, 3.0]",-9.95577875884,0.587116672698,-6.30041832419,-11.0040974174
"[-1.0, 16.0, 2.0, 14.0]",-11.7054780399,-7.30785006097,6.4433551973,-7.06716843303
"[-7.0, 14.0, 11.0, 3.0]",-14.6120185759,-2.89308879334,-7.44829123093,-13.7691043164
"[-2.0, 12.0, 4.0, 8.0]",-13.9148827021,-3.21811033342,4.42473499887,-12.000681951
"[-4.0, 13.0, 3.0, 10.0]",-5.14604757302,6.94788929582,-4.13991090739,-4.793116767
"[-7.0, 24.0, 16.0, 8.0]",-16.583117919,-5.96546406911,-13.0466153054,-16.1385685429
