,-1,0,1,2
"[2.0, 18.0, 5.0, 13.0]",27.4806950102,6.03610901573,7.42099510379,10.9620494953
"[-13.0, 25.0, 12.0, 13.0]",7.69016454775,5.40406417183,28.8812793937,9.26203022349
"[25.0, 25.0, 0.0, 25.0]",10.240886293,10.6586590727,17.3121964309,71.3899739502
"[-9.0, 10.0, 7.0, 3.0]",69.8471165084,23.8905326425,22.039032091,25.4800905108
"[0.0, 21.0, 8.0, 13.0]",5.17258198597,6.22542705414,28.7558573393,6.81277061969
"[-63.0, 71.0, 62.0, 9.0]",-4.7978226855,1.08659467053,8.40250311722,-4.27322287037
"[-9.0, 41.0, 16.0, 25.0]",-3.86838801707,0.327411873124,7.56904510577,-4.13562752539
"[0.0, 28.0, 14.0, 14.0]",-0.945352698404,1.03869757447,9.50334100742,-0.472269667326
"[7.0, 14.0, 9.0, 5.0]",5.05498707688,-0.305006709842,-0.855026388431,21.1677172916
"[-4.0, 28.0, 17.0, 11.0]",-4.96506794388,-5.11027974625,-5.03157349301,-4.8462339001
"[16.0, 21.0, 5.0, 16.0]",8.87491508597,2.99671520495,-20.6360850788,-18.1200389975
"[38.0, 42.0, 3.0, 39.0]",20.3021148215,82.1161073156,11.1435009592,7.74673524234
"[-17.0, 30.0, 25.0, 5.0]",20.7522683734,18.8444953636,74.2081486467,15.8703802745
"[-16.0, 13.0, 9.0, 4.0]",62.3657500122,1.54530006913,1.57014233725,15.5821276673
"[67.0, 79.0, 7.0, 72.0]",2.73438394001,8.94959262569,1.48914786718,2.00684329964
"[-22.0, 47.0, 37.0, 10.0]",-3.47195179489,1.27098869623,13.0436468828,-4.08543857467
"[-14.0, 42.0, 18.0, 24.0]",-20.7195336529,0.568866473637,12.873437267,-22.0308114629
"[-50.0, 50.0, 50.0, 0.0]",-12.8739828625,-0.249860584345,14.8965776898,-15.8894020402
"[-1.0, 25.0, 14.0, 11.0]",-20.2059516965,5.38104779425,20.8806402419,-22.1759218397
"[-7.0, 50.0, 30.0, 20.0]",-11.2014890762,29.20929798,1.12073314208,-11.645202868
"[13.0, 22.0, -3.0, 25.0]",-6.25614152532,32.8925592412,6.94951777535,-6.20155498533
"[7.0, 28.0, 8.0, 20.0]",-0.283925826302,11.9858744392,-12.3431783007,-18.7693046005
"[15.0, 18.0, 7.0, 11.0]",2.01236743872,2.73796167108,1.74490915128,11.4583273176
"[-21.0, 45.0, 33.0, 12.0]",2.86200022642,3.36538360233,14.115300236,1.80458523812
"[27.0, 35.0, 10.0, 25.0]",8.92150473706,21.3194301913,4.37895201551,6.7221493627
"[-12.0, 42.0, 33.0, 9.0]",21.1993153287,1.90831127148,1.15048329294,6.5624707399
"[15.0, 30.0, 0.0, 30.0]",0.239016791858,-0.218248291728,3.04719767382,0.581842046832
"[-4.0, 23.0, 18.0, 5.0]",-4.75680368549,-4.74718252018,-4.72918327166,-4.74331431872
"[3.0, 47.0, 26.0, 21.0]",-9.1235197744,-8.00451911611,-7.09981396379,-8.16264040721
"[-27.0, 54.0, 37.0, 17.0]",-14.7519822564,-13.5968985295,-13.5816518206,-13.8504314719
"[-6.0, 16.0, 17.0, -1.0]",-17.6570543103,-17.1950184067,-17.2073186941,-18.0454869837
"[10.0, 24.0, 12.0, 12.0]",-21.4039011691,-21.3640532653,-21.3641031492,-22.8535252603
"[-36.0, 30.0, 33.0, -3.0]",-21.5563017463,-5.53570013594,3.84202486587,-26.8617665882
"[8.0, 26.0, 17.0, 9.0]",-27.2358775718,-3.89058867422,4.85335533248,-24.853739233
"[-6.0, 26.0, 10.0, 16.0]",-17.5398987944,8.0368133529,-4.58989850824,-20.6854135637
"[-5.0, 24.0, 13.0, 11.0]",-28.3437858937,7.51625385198,-0.69270993076,-22.5545564656
"[8.0, 11.0, 6.0, 5.0]",-22.9782290457,-5.22479158703,-12.1732156571,-26.0506620998
"[-18.0, 35.0, 23.0, 12.0]",-56.814489077,-1.0472551043,-12.420527045,-53.1781113114
"[5.0, 19.0, 11.0, 8.0]",-19.0518118973,3.17555776182,60.1484315521,-24.8108604022
"[-22.0, 23.0, 22.0, 1.0]",-37.7652111101,-18.1955390977,-28.0858091011,-29.8725551221
"[33.0, 33.0, 0.0, 33.0]",-40.2293882695,-27.6860179984,-7.88330758868,-34.7875138348
"[11.0, 19.0, 7.0, 12.0]",-32.2044188908,-26.7804528771,7.0134262449,-32.3517577218
"[13.0, 34.0, 3.0, 31.0]",-37.850816921,-29.7924943428,18.6037661787,-37.1653831267
"[-11.0, 29.0, 17.0, 12.0]",-36.0473210597,15.4364725068,-46.4397840419,-50.0824647259
"[3.0, 15.0, 3.0, 12.0]",-23.531156579,-22.7378711274,-23.7250053107,-26.6456165935
"[2.0, 12.0, 6.0, 6.0]",-24.1306551155,-23.1038244153,-22.8886147902,-24.7670390128
"[-6.0, 24.0, 10.0, 14.0]",-24.7811231135,-21.6842918602,-21.9134141672,-25.8436130038
"[-8.0, 21.0, 12.0, 9.0]",-23.3429452003,-21.7609284024,-22.790246241,-23.7760390777
"[5.0, 15.0, 8.0, 7.0]",-2.53467922256,0.226400122481,14.1200720648,-4.90381253014
"[2.0, 7.0, 4.0, 3.0]",4.62336237929,20.017647095,3.29731454916,0.884075513968
"[10.0, 26.0, 10.0, 16.0]",3.58655641975,24.1064643643,4.98064788556,2.16440962923
"[13.0, 14.0, -2.0, 16.0]",2.33923388953,19.3141913159,-4.33084301009,-3.08127978316
"[20.0, 24.0, 5.0, 19.0]",23.7224478766,9.52107920552,2.31172297399,3.40152461262
"[-15.0, 15.0, 15.0, 0.0]",6.58878901146,7.68904060105,42.605370931,9.72265820849
"[26.0, 33.0, 4.0, 29.0]",11.1070836139,38.7288555659,9.88622773327,11.4905147937
"[17.0, 37.0, 16.0, 21.0]",7.44133385553,6.46352385238,4.92125169629,23.2072220922
"[-5.0, 18.0, 8.0, 10.0]",5.57182295463,0.875999568928,-3.64058113401,-3.70417000612
"[6.0, 19.0, 11.0, 8.0]",-4.06564769849,12.0378801312,-5.80079572385,-15.4124269315
"[8.0, 14.0, 4.0, 10.0]",-0.261637159729,-1.2818764583,-15.2160142281,-13.8876926637
"[9.0, 21.0, 0.0, 21.0]",-2.32782429388,-2.36010613919,-18.4720722983,-17.3971761794
"[12.0, 32.0, 5.0, 27.0]",-3.51622676087,-3.51341997591,-21.9962156887,-18.1718152284
"[-24.0, 41.0, 35.0, 6.0]",-27.2209361467,-26.6302950444,-28.5955032926,-28.1112468402
"[3.0, 39.0, 6.0, 33.0]",-26.5066027443,-27.1869252508,-27.8477433854,-28.3605541654
"[21.0, 42.0, 18.0, 24.0]",-25.8116792471,-32.3391627196,-34.0816295203,-34.1900927445
"[8.0, 25.0, 12.0, 13.0]",-29.5258873084,-20.9684180027,-31.8852265133,-32.4641841102
"[5.0, 15.0, 10.0, 5.0]",-14.5642384177,-22.765123238,-40.8684342788,-43.1475756325
"[40.0, 47.0, 5.0, 42.0]",-38.2538093807,-36.2566592447,-47.6631438869,-41.90285213
"[-21.0, 35.0, 29.0, 6.0]",-52.1235297198,-29.8515780395,-40.6739575506,-83.0185787887
"[12.0, 30.0, -1.0, 31.0]",-81.3029765773,-80.7275390034,-84.796262447,-82.0496503596
"[11.0, 19.0, 3.0, 16.0]",-83.9509433475,-85.1828582621,-86.7673440223,-87.1533277611
"[8.0, 24.0, 12.0, 12.0]",-82.12538147,-82.8457293921,-84.3636931846,-89.7397456819
"[18.0, 28.0, 7.0, 21.0]",-79.1935481173,-81.3798806248,-87.3248618224,-80.3672787513
"[7.0, 26.0, 0.0, 26.0]",-74.9509071907,-75.3045406549,-78.9995030227,-77.5417102423
"[9.0, 14.0, -4.0, 18.0]",-73.441822557,-71.7997742589,-75.6013243716,-72.3416900174
"[1.0, 25.0, 4.0, 21.0]",-68.795832599,-69.3646565665,-71.3260848645,-69.5271282891
"[-12.0, 23.0, 10.0, 13.0]",-64.7581955093,-64.2349955781,-69.3646457257,-64.8827626322
"[2.0, 17.0, 10.0, 7.0]",-59.6260366908,-60.7714396036,-62.1176418123,-62.5675455947
"[-9.0, 17.0, 7.0, 10.0]",-43.0016853735,-42.0853767003,-45.0504163836,-51.4724577141
"[-9.0, 33.0, 22.0, 11.0]",-60.1845338033,-59.2212831682,-64.592770521,-62.1379556702
"[12.0, 17.0, 2.0, 15.0]",-54.5979540108,-57.4815155052,-58.5272830505,-58.9031437665
"[0.0, 17.0, 5.0, 12.0]",-46.9106836573,-49.7112516029,-51.3252240338,-51.6967935941
"[12.0, 20.0, 4.0, 16.0]",-38.5968327111,-41.3121141049,-42.5814132552,-42.1457553679
"[20.0, 35.0, 6.0, 29.0]",-30.2964856808,-32.5952276119,-40.7724933021,-33.5894814949
"[3.0, 19.0, 2.0, 17.0]",-11.5911553918,-14.1750068154,-21.2448226124,-14.2204810954
"[39.0, 48.0, 6.0, 42.0]",-37.523818288,-37.9677554713,-40.1657696973,-40.253868952
"[-26.0, 51.0, 40.0, 11.0]",-22.6887035924,-18.8791338087,-23.7077235654,-21.6756490711
"[58.0, 69.0, 12.0, 57.0]",-57.6092573606,-59.9230340695,-63.1761993955,-59.8965048202
"[14.0, 42.0, 8.0, 34.0]",-51.1322443963,-54.1575705563,-53.6514016885,-56.356272938
"[-3.0, 45.0, 38.0, 7.0]",-44.7304621986,-38.0950209139,-43.581591349,-45.9209324648
"[-46.0, 49.0, 54.0, -5.0]",-17.4624606573,-32.5976335712,-36.4745411307,-36.1028621157
"[6.0, 9.0, 6.0, 3.0]",0.0331550154837,-0.215083939628,36.0664004863,0.160771462559
"[-33.0, 44.0, 33.0, 11.0]",10.0674713462,10.8063232737,62.0367579174,7.21519271634
"[-5.0, 22.0, 8.0, 14.0]",236.991404263,40.7065552273,35.0525884716,50.7212703253
"[26.0, 35.0, 6.0, 29.0]",254.817686805,55.9263539838,47.6640416325,54.3093280284
"[7.0, 19.0, 1.0, 18.0]",56.0533532341,50.4037334883,285.981966638,63.0815737564
"[-7.0, 25.0, 16.0, 9.0]",63.6458092125,282.088170716,53.204202912,64.5888728386
"[64.0, 71.0, -1.0, 72.0]",78.634466432,59.8395889889,84.1160680393,312.04955348
"[17.0, 58.0, 27.0, 31.0]",277.582261194,82.8488575228,82.3146247163,80.759847665
"[-16.0, 55.0, 40.0, 15.0]",58.9197164744,246.773182932,53.1316807074,82.6852254528
"[10.0, 35.0, -3.0, 38.0]",217.536370158,67.3076605004,39.3280633724,59.0080308571
"[32.0, 34.0, 0.0, 34.0]",70.2863594392,185.517130992,77.3618607177,81.8109499146
"[16.0, 28.0, 10.0, 18.0]",42.2951914108,178.344721282,42.7745486808,45.042237348
"[3.0, 43.0, 16.0, 27.0]",34.3945451821,147.590416158,31.683172584,42.7146909952
"[10.0, 23.0, 1.0, 22.0]",115.65119277,32.8429096158,27.0833715497,29.0912780443
"[-4.0, 34.0, 18.0, 16.0]",26.1378358124,82.6372255184,20.4043867206,21.702384049
"[18.0, 20.0, 1.0, 19.0]",108.831643483,37.3545952711,25.20638913,19.7375265982
"[-3.0, 13.0, 7.0, 6.0]",25.3682859915,83.7953765017,17.1770862569,18.9802684277
"[6.0, 33.0, 11.0, 22.0]",24.9937604752,63.2391302542,12.8395694749,10.8075255523
"[9.0, 24.0, 4.0, 20.0]",137.500779693,30.3531365407,16.2128722996,22.0212208755
"[52.0, 70.0, 19.0, 51.0]",33.7745216129,126.888425544,4.37276014528,10.5825172052
"[37.0, 46.0, 2.0, 44.0]",123.847007843,22.1806383905,-0.549043536205,-0.582272894027
"[52.0, 39.0, -10.0, 49.0]",117.056337884,27.717574835,-1.13356593113,4.53942149859
"[-33.0, 51.0, 27.0, 24.0]",117.884163824,22.7340320667,-3.26827913478,1.27014353462
"[31.0, 53.0, -5.0, 58.0]",118.036470568,25.3989149949,0.208864768521,0.111561472703
"[-17.0, 35.0, 30.0, 5.0]",15.9806495567,112.196017762,9.86797561076,2.10841402928
"[-23.0, 31.0, 31.0, 0.0]",23.3460623315,0.42299772852,-6.03539555021,-3.52513807651
"[-22.0, 26.0, 9.0, 17.0]",1.30549080385,19.294339165,-7.28787598537,-5.34898530624
"[-44.0, 51.0, 44.0, 7.0]",16.4439179931,3.78926159236,-0.772461925391,1.04428554339
"[-10.0, 35.0, 15.0, 20.0]",-3.16905567857,17.2050034497,-13.0134764271,-8.33980671703
"[44.0, 56.0, 14.0, 42.0]",15.3154658326,-2.06682364153,-22.0941492659,-12.5544227222
"[9.0, 30.0, 18.0, 12.0]",-5.24831941731,12.052005567,-18.8029581861,-9.7624101959
"[-35.0, 29.0, 6.0, 23.0]",163.549725019,36.9813266791,21.5145027909,16.7027577668
"[2.0, 28.0, 7.0, 21.0]",83.4427979069,186.785375717,134.685237255,90.5946607478
"[-6.0, 28.0, 26.0, 2.0]",-7.88494932508,8.11894468885,-28.7234999347,-25.3489986217
"[-23.0, 51.0, 23.0, 28.0]",-31.7145467751,-22.3156163203,-34.0287949924,-31.0884980081
"[-1.0, 34.0, 2.0, 32.0]",-42.0884515739,-43.7757527286,-46.1433683825,-44.5580058376
"[27.0, 30.0, 6.0, 24.0]",-46.8244033033,-49.3676090149,-50.2548138232,-53.6114608893
"[29.0, 34.0, 7.0, 27.0]",-48.900364079,-52.7172211082,-55.1856798767,-54.2812321009
"[-25.0, 55.0, 29.0, 26.0]",-42.122318866,-49.2025812658,-55.6219430075,-49.5938948751
"[27.0, 38.0, 3.0, 35.0]",-42.3976220004,-32.8884995578,-42.8271438988,-56.8290886079
"[16.0, 35.0, -1.0, 36.0]",-20.4685531187,-33.1478378235,-40.391615906,-42.385624097
"[-7.0, 36.0, 18.0, 18.0]",-3.50754749475,-29.4133767802,-41.0881507069,-32.7475659321
"[-14.0, 31.0, 19.0, 12.0]",-19.04498739,12.4015246313,-30.8408944256,-30.952053377
"[10.0, 21.0, 11.0, 10.0]",28.3786491443,-2.40702575679,-4.1190090291,-14.5614052219
"[-3.0, 37.0, 26.0, 11.0]",49.8730002145,11.5421426921,0.252520010171,-1.13303539362
"[-29.0, 55.0, 32.0, 23.0]",11.1182794065,14.5919971086,75.5648312165,5.73773908099
"[-3.0, 18.0, 1.0, 17.0]",28.5727137414,22.8209314507,99.8180133721,27.6190481267
"[44.0, 59.0, 9.0, 50.0]",112.823098744,12.7886042485,9.23592646646,21.8391521009
"[33.0, 38.0, 7.0, 31.0]",16.6302913808,54.9093057223,12.2126903324,11.6652052863
"[-8.0, 35.0, 9.0, 26.0]",12.829020633,10.4800484588,14.8943414757,57.7369335904
"[-7.0, 19.0, 17.0, 2.0]",13.6551344203,15.6217779459,53.1201111454,14.2579927088
"[-30.0, 28.0, 23.0, 5.0]",14.0853943655,5.81431560891,4.15203785445,48.2010649504
"[30.0, 31.0, 9.0, 22.0]",7.37057305007,7.31170526132,23.6305869049,5.57590771298
"[14.0, 50.0, 23.0, 27.0]",-20.0166861352,-1.0971655017,-0.476446721929,-11.8603877119
"[-63.0, 92.0, 67.0, 25.0]",-17.9624950162,-4.09306340267,-3.29190718051,-16.2635350899
"[12.0, 43.0, 1.0, 42.0]",-33.2333192459,-5.00671077025,-3.07708037371,-21.3566230828
"[-42.0, 42.0, 48.0, -6.0]",-23.9933058202,-4.53123854358,-4.269309576,-25.2278185937
"[4.0, 18.0, 10.0, 8.0]",-32.6845672087,-9.6076311173,-46.2508408956,-58.2864818762
"[-4.0, 45.0, 18.0, 27.0]",-20.7436219271,-5.36861486081,-9.47805264845,-24.1171638186
"[53.0, 61.0, 5.0, 56.0]",129.514325697,10.5265765106,8.47095474046,33.8557896025
"[77.0, 70.0, 0.0, 70.0]",11.9079586289,56.9480868875,6.32371185518,9.44147955894
"[-15.0, 22.0, 9.0, 13.0]",6.54552147847,8.01762779374,13.2844886451,59.644006426
"[-39.0, 49.0, 46.0, 3.0]",43.3530865597,8.92434163246,8.45667950887,4.99437895617
"[41.0, 46.0, 7.0, 39.0]",5.46041108932,6.72295099276,8.15727735157,27.385302393
"[-23.0, 42.0, 30.0, 12.0]",-0.636685491582,14.9441782455,-5.92369174847,-4.75013519278
"[22.0, 42.0, 5.0, 37.0]",-1.94417442509,0.0244998975966,17.9099502768,1.89029276441
"[-38.0, 62.0, 43.0, 19.0]",-1.38104085177,0.0365006491536,9.78822271075,-0.571778808209
"[24.0, 26.0, 6.0, 20.0]",-11.5486976173,0.433323025318,11.0308092579,-9.44665348539
"[-41.0, 61.0, 41.0, 20.0]",-16.3395676777,-0.182657040379,12.8992586322,-15.0303615736
"[-7.0, 43.0, 6.0, 37.0]",-9.61748890228,14.9577323942,-0.459675191522,-5.28914510119
"[15.0, 36.0, 13.0, 23.0]",-2.29219681692,18.5172015826,2.3552055042,-2.52254291434
"[15.0, 41.0, 15.0, 26.0]",4.11569130127,23.150895924,2.49045780869,3.24235738576
"[17.0, 55.0, 35.0, 20.0]",2.98043583355,28.148370189,4.84895014913,1.33632031266
"[-12.0, 46.0, 30.0, 16.0]",32.0002230636,3.98187215823,0.782895816064,4.9019384211
"[42.0, 64.0, -3.0, 67.0]",17.4796553497,3.97801033054,2.60472904743,2.69866276655
"[3.0, 30.0, 16.0, 14.0]",0.16861562947,7.15258427489,21.329131225,-0.51815948051
"[-30.0, 40.0, 35.0, 5.0]",6.11703683774,19.4858299259,9.53622604337,5.73960882958
"[-3.0, 49.0, 33.0, 16.0]",20.4291279089,-1.08149542053,-1.41323063946,6.75793516359
"[44.0, 49.0, 0.0, 49.0]",-13.0754677541,-13.6545874309,-17.7918558265,-16.4226280351
"[17.0, 18.0, 11.0, 7.0]",-22.3653080162,-22.3383603225,-22.8435629112,-22.6405102827
"[3.0, 33.0, 10.0, 23.0]",-30.1904514261,-30.0403039123,-30.7576457787,-30.0741048255
"[-2.0, 30.0, 9.0, 21.0]",-35.4022743601,-35.8932729094,-35.45635845,-36.6478029166
"[0.0, 25.0, 4.0, 21.0]",-39.9975946201,-40.1644368175,-41.0081775836,-41.9813481395
"[5.0, 31.0, 16.0, 15.0]",-44.4896575802,-44.8933243991,-45.0958564566,-45.4840261518
"[-5.0, 23.0, 11.0, 12.0]",-47.6205065793,-47.930620816,-47.9749773843,-48.5306284247
"[44.0, 56.0, 9.0, 47.0]",-34.2668489156,-37.5532844172,-50.0394326402,-46.1454774095
"[44.0, 49.0, -8.0, 57.0]",-38.6008905373,-39.3592951176,-44.8771930764,-45.2623695152
"[-27.0, 42.0, 31.0, 11.0]",-33.7034853799,-33.3144995742,-46.7801731342,-54.4050361842
"[40.0, 36.0, -3.0, 39.0]",-29.7011655828,-28.9235419104,-42.5078264612,-38.4133965757
"[35.0, 50.0, 1.0, 49.0]",-80.6317331184,-81.426289785,-82.2701110694,-84.5393426105
"[6.0, 36.0, 35.0, 1.0]",-73.6473143593,-75.8068691291,-79.0833627203,-92.6345608121
"[45.0, 55.0, 6.0, 49.0]",-69.6341191383,-61.1855912981,-74.6737284858,-79.9832123462
"[-43.0, 71.0, 64.0, 7.0]",-56.7041874973,-46.8787374732,-63.1152608047,-55.0387942892
"[-13.0, 86.0, 27.0, 59.0]",-27.8577812762,-35.0827952501,-45.6562013255,-51.0328406103
"[-18.0, 41.0, 26.0, 15.0]",-93.911114874,-92.5709916661,-95.7846897005,-94.11617061
"[12.0, 33.0, 14.0, 19.0]",-91.2001582011,-91.5486394949,-92.5832308137,-102.019325534
"[-4.0, 21.0, 15.0, 6.0]",-85.3668223087,-85.6236280309,-85.4271042029,-87.331794873
"[50.0, 48.0, 0.0, 48.0]",-72.9141774324,-72.7162345861,-75.1496241748,-73.5996511709
"[7.0, 13.0, 1.0, 12.0]",-56.4992603395,-53.6717194796,-60.6264065114,-56.092349979
"[-41.0, 56.0, 33.0, 23.0]",-65.6371449297,-64.5374119125,-65.9489223328,-66.282849887
"[33.0, 38.0, 2.0, 36.0]",-46.5035947525,-44.815839695,-49.6899597898,-49.1252928637
"[-9.0, 47.0, 33.0, 14.0]",-23.7156228537,-19.2108466468,-23.0784517581,-23.0750737271
"[-46.0, 80.0, 63.0, 17.0]",-6.07607221628,-0.477660783837,22.5264390509,-0.720777249296
"[17.0, 12.0, 7.0, 5.0]",2.83613196762,-3.41013270997,-2.52696846452,43.6053845452
"[20.0, 36.0, 7.0, 29.0]",-19.6260583756,-3.77147132523,23.5412558812,-8.8748649464
"[-109.0, 126.0, 107.0, 19.0]",-17.7121358711,-2.06812927153,-14.0990492183,-22.0664285773
"[5.0, 59.0, 36.0, 23.0]",-21.632285684,-1.10858110668,-15.4532419641,-22.7384808506
"[-38.0, 82.0, 78.0, 4.0]",-26.4751762932,-3.61083719135,-16.2830804494,-25.9673226744
"[18.0, 56.0, 18.0, 38.0]",-20.541214104,-14.2647013638,-24.6568289948,-38.131696942
"[-17.0, 37.0, 27.0, 10.0]",-34.3554003789,-1.00111794715,-23.3457296342,-28.7384469237
"[18.0, 51.0, 23.0, 28.0]",-21.0940559382,9.31996600918,-19.7035531234,-21.3916349767
"[38.0, 53.0, 7.0, 46.0]",-14.3470228155,23.0361794982,-15.5227841246,-15.6753171668
"[21.0, 41.0, 5.0, 36.0]",-7.97075685874,36.5368065537,-11.6602261,-8.69204665574
"[-25.0, 46.0, 36.0, 10.0]",47.0036722393,-4.4274971626,-6.67164572615,-1.30396094013
"[30.0, 42.0, 8.0, 34.0]",-16.7532070714,-8.15098712032,38.3101505127,-9.76666367771
"[-12.0, 46.0, 35.0, 11.0]",-16.5219803668,7.92908941638,-5.62183758312,-10.9196699035
"[2.0, 38.0, 16.0, 22.0]",-8.72086946742,13.5873054061,-6.85418716007,-9.34694322249
"[28.0, 33.0, 1.0, 32.0]",19.9500400018,-8.29182469064,-8.97204286266,-10.1783249977
"[-6.0, 30.0, 10.0, 20.0]",-16.6898552291,-15.1923209255,18.8932837076,-13.5884653185
"[-44.0, 51.0, 46.0, 5.0]",-42.7375594427,-22.1962524562,-18.6185981705,-46.5728484146
"[3.0, 11.0, 6.0, 5.0]",-42.5005949739,-32.2683545028,-25.7382835006,-39.3286294542
"[9.0, 34.0, 11.0, 23.0]",-45.5603733936,-26.1158431294,-32.6362530826,-43.336577849
"[-13.0, 18.0, 22.0, -4.0]",-23.7093296715,-4.00382050559,19.8411593813,-35.5117114303
"[-29.0, 52.0, 40.0, 12.0]",-33.0717692648,0.133369478214,24.4861462248,-31.3187071758
"[-9.0, 19.0, 19.0, 0.0]",-25.333873698,8.89456180623,28.0540062036,-18.097275681
"[8.0, 10.0, 6.0, 4.0]",-34.8505601215,-15.6680295416,-15.1485198923,-32.2643323688
"[5.0, 36.0, 6.0, 30.0]",-33.6209097197,-15.2787802191,-17.5758968789,-28.8555010203
"[-6.0, 31.0, 15.0, 16.0]",-29.6254548346,-13.2226295658,-15.8276768739,-39.3476168759
"[-29.0, 40.0, 34.0, 6.0]",-55.6882053701,-18.0560683662,-9.54735090353,-57.1341798235
"[-75.0, 86.0, 72.0, 14.0]",-48.4682002121,-12.4487720674,-16.6797896837,-66.5031608103
"[-38.0, 45.0, 45.0, 0.0]",-46.9015541759,-10.0700210035,-16.4208932084,-61.8275590308
"[24.0, 23.0, -2.0, 25.0]",-40.2327730129,-4.50943025814,-9.66174340347,-38.3631512105
"[-32.0, 50.0, 29.0, 21.0]",-45.2968814013,-25.6686671474,-24.4965832118,-57.5036637745
"[4.0, 43.0, 30.0, 13.0]",-28.0052293806,-27.9160039815,-25.2443150107,-26.9323311708
"[55.0, 74.0, 20.0, 54.0]",-28.9397481666,-27.9912245978,-24.7948012581,-28.7498407696
"[-14.0, 32.0, 24.0, 8.0]",-104.100685034,-28.507176583,-24.2303330127,-76.9824606648
"[-15.0, 22.0, 3.0, 19.0]",-54.0654227328,-32.3219312008,-24.3565251351,-61.220179927
"[19.0, 40.0, 16.0, 24.0]",-82.5829439929,-31.1950816956,-19.0936507779,-55.6209349462
"[6.0, 23.0, 2.0, 21.0]",-60.119854328,-14.1896026079,-26.4097922953,-54.3336512078
"[-2.0, 26.0, 5.0, 21.0]",-54.5622536482,-33.942287251,-19.0851109775,-73.3311416457
"[4.0, 30.0, 11.0, 19.0]",-56.1419630629,-31.7804541906,-10.2835559112,-75.2331884606
"[-1.0, 16.0, 9.0, 7.0]",-27.1765962665,-12.9129322305,21.9728175827,-31.010438131
"[13.0, 37.0, 17.0, 20.0]",-16.9980211211,2.12954215742,34.6076576887,-11.1210282868
"[39.0, 53.0, 3.0, 50.0]",45.9390812897,2.48590379988,3.61959998083,4.28358306616
"[35.0, 42.0, -2.0, 44.0]",-45.8233149945,-41.1061941396,7.7469415901,-46.4975703095
"[-15.0, 29.0, 16.0, 13.0]",-28.6747514794,0.479755369335,-26.1292182964,-30.7002851579
"[-7.0, 18.0, 18.0, 0.0]",-9.99856620543,-0.140519517936,-17.0363975206,-13.8032366353
"[22.0, 22.0, 5.0, 17.0]",-6.97700845077,-1.4607504916,-9.34718210254,-7.22851646852
"[-20.0, 34.0, 25.0, 9.0]",-2.87302223152,-2.87368980114,-3.12476602538,-5.57211834397
"[-10.0, 28.0, 20.0, 8.0]",-24.8221850153,-6.98215424134,-3.53346811214,-14.6261446019
"[-83.0, 100.0, 85.0, 15.0]",-35.3711707179,-18.9806996838,-18.5594937192,-39.4226412591
"[-32.0, 59.0, 40.0, 19.0]",-51.6614060764,-23.0215788374,-22.6907326799,-49.2283902547
"[-60.0, 70.0, 67.0, 3.0]",-59.2831432161,-28.2749427612,-28.9324950618,-66.8432531826
"[5.0, 14.0, -6.0, 20.0]",-56.9105132187,-33.3623434399,-34.4509616299,-47.9913358848
"[33.0, 54.0, 12.0, 42.0]",-43.1686813881,-33.5176594618,-31.4371986378,-47.889647148
"[-6.0, 35.0, 24.0, 11.0]",-42.4779439934,-28.3762877242,-32.0179800772,-47.5167728016
"[31.0, 43.0, 9.0, 34.0]",-62.3995180786,-26.9626531947,-29.147313392,-53.5729288799
"[-68.0, 88.0, 70.0, 18.0]",-57.1841682635,-31.1279413726,-24.1919809162,-59.3472278488
"[20.0, 37.0, 9.0, 28.0]",-34.4730123655,-19.7321465776,-28.9558404848,-40.6198348225
"[45.0, 38.0, 7.0, 31.0]",-34.4401197399,-20.6665768979,-15.3439142317,-28.5789485702
"[8.0, 38.0, 9.0, 29.0]",-36.1348139167,-4.99953657714,-15.9798665063,-39.2493874086
"[-46.0, 77.0, 71.0, 6.0]",-36.4887697802,-15.3872726317,0.873377697266,-42.2131270411
"[-29.0, 83.0, 61.0, 22.0]",-53.9775619583,-12.0087429616,3.11833617477,-44.4261393281
"[-17.0, 73.0, 42.0, 31.0]",-20.397834231,-8.80016017276,7.61631974046,-28.1424370886
"[92.0, 106.0, 29.0, 77.0]",-18.0627991326,-5.01723170893,18.324336193,-20.5294313416
"[14.0, 18.0, -5.0, 23.0]",-13.7525746488,-3.34317490906,23.4239022617,-21.9752470149
"[-8.0, 62.0, 28.0, 34.0]",-7.28245406482,25.5972335537,1.39156696002,-10.79220876
"[16.0, 36.0, 3.0, 33.0]",-25.2635109466,4.99123451088,32.229266013,-25.8465212297
"[-46.0, 58.0, 45.0, 13.0]",-14.8042597638,3.45138028485,41.5357658287,-2.05455136689
"[-5.0, 58.0, 37.0, 21.0]",-20.2354540474,2.32391440849,24.0982026671,-11.1408048669
"[20.0, 37.0, 12.0, 25.0]",25.6469504124,2.45172992969,2.03161719749,9.95196954679
"[8.0, 11.0, 4.0, 7.0]",7.94116322101,13.1764989287,-7.60049281976,-14.6853815825
"[6.0, 28.0, 16.0, 12.0]",-62.7518895444,14.4531471798,-8.14527551716,-67.2159573915
"[-11.0, 20.0, 13.0, 7.0]",-8.782548816,-3.67904670116,33.3269356405,-9.29216847347
"[-46.0, 57.0, 46.0, 11.0]",-12.8441759848,-5.82282366566,1.81064186815,-14.627232244
