,0,1,2
"[[108, 81, 27, '1.002', '0.725'], [108, 81, 27, '1.002', '0.725'], [108, 81, 27, '1.002', '0.725'], [108, 81, 27, '1.002', '0.725'], [108, 81, 27, '1.002', '0.725']]",10.8077534812,10.4509260881,11.6229651359
"[[115, 105, 10, '1.02', '0.657'], [115, 105, 10, '1.02', '0.657'], [115, 105, 10, '1.02', '0.657'], [115, 105, 10, '1.02', '0.657'], [115, 105, 10, '1.02', '0.657']]",8.77204960154,10.2576076526,9.55072587433
"[[77, 5, 72, '1.001', '0.67'], [77, 5, 72, '1.001', '0.67'], [77, 5, 72, '1.001', '0.67'], [77, 5, 72, '1.001', '0.67'], [77, 5, 72, '1.001', '0.67']]",8.75167896345,7.7482736911,9.17695310233
"[[86, 24, 62, '0.991', '0.735'], [86, 24, 62, '0.991', '0.735'], [86, 24, 62, '0.991', '0.735'], [86, 24, 62, '0.991', '0.735'], [86, 24, 62, '0.991', '0.735']]",8.60578773811,8.64022064465,6.48424511268
"[[77, -4, 81, '0.98', '1.143'], [77, -4, 81, '0.98', '1.143'], [77, -4, 81, '0.98', '1.143'], [77, -4, 81, '0.98', '1.143'], [77, -4, 81, '0.98', '1.143']]",5.71240168809,6.30518086331,7.02537520034
"[[74, 49, 25, '0.99', '1.315'], [74, 49, 25, '0.99', '1.315'], [74, 49, 25, '0.99', '1.315'], [74, 49, 25, '0.99', '1.315'], [74, 49, 25, '0.99', '1.315']]",5.74187771151,6.51362545108,6.38412967869
"[[107, 23, 84, '0.983', '0.835'], [107, 23, 84, '0.983', '0.835'], [107, 23, 84, '0.983', '0.835'], [107, 23, 84, '0.983', '0.835'], [107, 23, 84, '0.983', '0.835']]",6.9558030527,6.36155467973,6.17342990857
"[[86, 69, 17, '0.992', '0.898'], [86, 69, 17, '0.992', '0.898'], [86, 69, 17, '0.992', '0.898'], [86, 69, 17, '0.992', '0.898'], [86, 69, 17, '0.992', '0.898']]",5.48879892164,6.96118142819,6.97063507519
"[[42, 21, 21, '0.997', '1.215'], [42, 21, 21, '0.997', '1.215'], [42, 21, 21, '0.997', '1.215'], [42, 21, 21, '0.997', '1.215'], [42, 21, 21, '0.997', '1.215']]",7.04877843255,5.4956224161,5.54997161741
"[[89, 50, 39, '1.004', '0.973'], [89, 50, 39, '1.004', '0.973'], [89, 50, 39, '1.004', '0.973'], [89, 50, 39, '1.004', '0.973'], [89, 50, 39, '1.004', '0.973']]",5.16680414079,6.94732167786,6.22114142946
"[[68, 19, 49, '1.0', '1.432'], [68, 19, 49, '1.0', '1.432'], [68, 19, 49, '1.0', '1.432'], [68, 19, 49, '1.0', '1.432'], [68, 19, 49, '1.0', '1.432']]",6.24453595021,5.57065170238,6.70994801049
"[[79, 54, 25, '0.999', '0.907'], [79, 54, 25, '0.999', '0.907'], [79, 54, 25, '0.999', '0.907'], [79, 54, 25, '0.999', '0.907'], [79, 54, 25, '0.999', '0.907']]",7.14988379455,6.51308460142,6.17443705728
"[[48, 17, 31, '1.018', '1.225'], [48, 17, 31, '1.018', '1.225'], [48, 17, 31, '1.018', '1.225'], [48, 17, 31, '1.018', '1.225'], [48, 17, 31, '1.018', '1.225']]",6.11496521363,7.81767970291,7.14180033908
"[[36, 10, 26, '1.013', '2.16'], [36, 10, 26, '1.013', '2.16'], [36, 10, 26, '1.013', '2.16'], [36, 10, 26, '1.013', '2.16'], [36, 10, 26, '1.013', '2.16']]",7.63066063242,6.11092966205,7.61226277654
"[[38, 29, 9, '1.015', '2.404'], [38, 29, 9, '1.015', '2.404'], [38, 29, 9, '1.015', '2.404'], [38, 29, 9, '1.015', '2.404'], [38, 29, 9, '1.015', '2.404']]",6.25913828821,7.65154442615,6.14834522311
"[[56, 16, 40, '1.01', '2.315'], [56, 16, 40, '1.01', '2.315'], [56, 16, 40, '1.01', '2.315'], [56, 16, 40, '1.01', '2.315'], [56, 16, 40, '1.01', '2.315']]",6.939541836,5.95811082407,7.59951072744
"[[51, 2, 49, '1.006', '1.536'], [51, 2, 49, '1.006', '1.536'], [51, 2, 49, '1.006', '1.536'], [51, 2, 49, '1.006', '1.536'], [51, 2, 49, '1.006', '1.536']]",7.52076181133,7.41401698872,6.17756730577
"[[66, 25, 41, '0.992', '1.614'], [66, 25, 41, '0.992', '1.614'], [66, 25, 41, '0.992', '1.614'], [66, 25, 41, '0.992', '1.614'], [66, 25, 41, '0.992', '1.614']]",5.81715752714,7.44507999863,7.74358570296
"[[43, 24, 19, '0.992', '2.928'], [43, 24, 19, '0.992', '2.928'], [43, 24, 19, '0.992', '2.928'], [43, 24, 19, '0.992', '2.928'], [43, 24, 19, '0.992', '2.928']]",7.43874097668,7.42312009581,5.53143508755
"[[28, 14, 14, '0.992', '3.141'], [28, 14, 14, '0.992', '3.141'], [28, 14, 14, '0.992', '3.141'], [28, 14, 14, '0.992', '3.141'], [28, 14, 14, '0.992', '3.141']]",5.3231251128,6.01643923756,7.14404201021
"[[53, 42, 11, '0.898', '1.965'], [53, 42, 11, '0.898', '1.965'], [53, 42, 11, '0.898', '1.965'], [53, 42, 11, '0.898', '1.965'], [53, 42, 11, '0.898', '1.965']]",6.84747121725,5.62971364174,5.53746733724
"[[63, 22, 41, '0.899', '1.348'], [63, 22, 41, '0.899', '1.348'], [63, 22, 41, '0.899', '1.348'], [63, 22, 41, '0.899', '1.348'], [63, 22, 41, '0.899', '1.348']]",5.99260989647,7.04826563876,6.0794640577
"[[39, 24, 15, '0.912', '1.049'], [39, 24, 15, '0.912', '1.049'], [39, 24, 15, '0.912', '1.049'], [39, 24, 15, '0.912', '1.049'], [39, 24, 15, '0.912', '1.049']]",7.59313958948,5.88277754508,6.50654522215
"[[18, 15, 3, '0.91', '2.719'], [18, 15, 3, '0.91', '2.719'], [18, 15, 3, '0.91', '2.719'], [18, 15, 3, '0.91', '2.719'], [18, 15, 3, '0.91', '2.719']]",6.22289550698,6.92722675848,7.5753068819
"[[25, 6, 19, '0.908', '3.187'], [25, 6, 19, '0.908', '3.187'], [25, 6, 19, '0.908', '3.187'], [25, 6, 19, '0.908', '3.187'], [25, 6, 19, '0.908', '3.187']]",7.3042803435,7.93253412983,6.0255066781
"[[29, 9, 20, '0.806', '2.016'], [29, 9, 20, '0.806', '2.016'], [29, 9, 20, '0.806', '2.016'], [29, 9, 20, '0.806', '2.016'], [29, 9, 20, '0.806', '2.016']]",7.73043872262,5.25015169592,7.0147614065
"[[85, -6, 91, '0.695', '0.951'], [85, -6, 91, '0.695', '0.951'], [85, -6, 91, '0.695', '0.951'], [85, -6, 91, '0.695', '0.951'], [85, -6, 91, '0.695', '0.951']]",4.98691501836,6.3158218715,6.80886578281
"[[36, 22, 14, '0.713', '0.238'], [36, 22, 14, '0.713', '0.238'], [36, 22, 14, '0.713', '0.238'], [36, 22, 14, '0.713', '0.238'], [36, 22, 14, '0.713', '0.238']]",5.76483998709,6.446558485,4.92767700314
"[[48, 48, 0, '0.715', '0.416'], [48, 48, 0, '0.715', '0.416'], [48, 48, 0, '0.715', '0.416'], [48, 48, 0, '0.715', '0.416'], [48, 48, 0, '0.715', '0.416']]",6.38883450475,5.02146036567,5.86677602895
"[[35, 33, 2, '0.712', '0.682'], [35, 33, 2, '0.712', '0.682'], [35, 33, 2, '0.712', '0.682'], [35, 33, 2, '0.712', '0.682'], [35, 33, 2, '0.712', '0.682']]",5.40955052721,6.56844118235,6.52760488923
"[[37, 16, 21, '0.813', '0.596'], [37, 16, 21, '0.813', '0.596'], [37, 16, 21, '0.813', '0.596'], [37, 16, 21, '0.813', '0.596'], [37, 16, 21, '0.813', '0.596']]",7.01533367476,6.0930464501,6.3553219239
"[[48, 16, 32, '0.807', '0.564'], [48, 16, 32, '0.807', '0.564'], [48, 16, 32, '0.807', '0.564'], [48, 16, 32, '0.807', '0.564'], [48, 16, 32, '0.807', '0.564']]",6.56417385044,7.57288821117,7.75451584528
"[[69, 28, 41, '0.805', '0.57'], [69, 28, 41, '0.805', '0.57'], [69, 28, 41, '0.805', '0.57'], [69, 28, 41, '0.805', '0.57'], [69, 28, 41, '0.805', '0.57']]",8.25371894803,7.94754610137,7.55187845639
"[[36, 9, 27, '0.804', '1.455'], [36, 9, 27, '0.804', '1.455'], [36, 9, 27, '0.804', '1.455'], [36, 9, 27, '0.804', '1.455'], [36, 9, 27, '0.804', '1.455']]",8.51498993533,9.37491143754,8.98295744261
"[[28, 5, 23, '0.8', '1.249'], [28, 5, 23, '0.8', '1.249'], [28, 5, 23, '0.8', '1.249'], [28, 5, 23, '0.8', '1.249'], [28, 5, 23, '0.8', '1.249']]",10.2137018528,9.08355279292,10.4060551091
"[[42, 13, 29, '0.902', '1.378'], [42, 13, 29, '0.902', '1.378'], [42, 13, 29, '0.902', '1.378'], [42, 13, 29, '0.902', '1.378'], [42, 13, 29, '0.902', '1.378']]",10.9816748587,11.0180348676,9.53494234189
"[[38, 23, 15, '1.005', '1.249'], [38, 23, 15, '1.005', '1.249'], [38, 23, 15, '1.005', '1.249'], [38, 23, 15, '1.005', '1.249'], [38, 23, 15, '1.005', '1.249']]",9.57495824054,9.25482669557,11.5308795239
"[[45, 23, 22, '1.0', '1.233'], [45, 23, 22, '1.0', '1.233'], [45, 23, 22, '1.0', '1.233'], [45, 23, 22, '1.0', '1.233'], [45, 23, 22, '1.0', '1.233']]",11.2338369682,10.7593363116,8.87628804282
"[[23, 7, 16, '0.998', '1.886'], [23, 7, 16, '0.998', '1.886'], [23, 7, 16, '0.998', '1.886'], [23, 7, 16, '0.998', '1.886'], [23, 7, 16, '0.998', '1.886']]",8.25809882635,10.3844278957,10.7754190824
"[[36, 30, 6, '1.003', '1.812'], [36, 30, 6, '1.003', '1.812'], [36, 30, 6, '1.003', '1.812'], [36, 30, 6, '1.003', '1.812'], [36, 30, 6, '1.003', '1.812']]",9.94993670935,10.0845626687,7.56830223338
"[[25, 3, 22, '1.001', '1.297'], [25, 3, 22, '1.001', '1.297'], [25, 3, 22, '1.001', '1.297'], [25, 3, 22, '1.001', '1.297'], [25, 3, 22, '1.001', '1.297']]",9.2939064366,6.51436831881,8.73111090857
"[[35, 0, 35, '0.999', '1.176'], [35, 0, 35, '0.999', '1.176'], [35, 0, 35, '0.999', '1.176'], [35, 0, 35, '0.999', '1.176'], [35, 0, 35, '0.999', '1.176']]",5.76123390132,8.16397219515,7.58556023179
"[[49, 34, 15, '0.996', '0.606'], [49, 34, 15, '0.996', '0.606'], [49, 34, 15, '0.996', '0.606'], [49, 34, 15, '0.996', '0.606'], [49, 34, 15, '0.996', '0.606']]",7.359032794,5.69606203541,7.24707418987
"[[21, 11, 10, '0.996', '1.452'], [21, 11, 10, '0.996', '1.452'], [21, 11, 10, '0.996', '1.452'], [21, 11, 10, '0.996', '1.452'], [21, 11, 10, '0.996', '1.452']]",5.72668342335,7.01799574919,7.34314684581
"[[35, 43, -8, '1.004', '1.094'], [35, 43, -8, '1.004', '1.094'], [35, 43, -8, '1.004', '1.094'], [35, 43, -8, '1.004', '1.094'], [35, 43, -8, '1.004', '1.094']]",7.33150815413,6.13113087786,5.29852749521
"[[64, 54, 10, '1.012', '0.718'], [64, 54, 10, '1.012', '0.718'], [64, 54, 10, '1.012', '0.718'], [64, 54, 10, '1.012', '0.718'], [64, 54, 10, '1.012', '0.718']]",4.53304978129,6.69928445082,6.757166863
"[[57, 32, 25, '1.016', '0.592'], [57, 32, 25, '1.016', '0.592'], [57, 32, 25, '1.016', '0.592'], [57, 32, 25, '1.016', '0.592'], [57, 32, 25, '1.016', '0.592']]",5.81681025913,4.66828956722,3.37785624984
"[[43, 21, 22, '1.032', '0.621'], [43, 21, 22, '1.032', '0.621'], [43, 21, 22, '1.032', '0.621'], [43, 21, 22, '1.032', '0.621'], [43, 21, 22, '1.032', '0.621']]",2.63677068604,4.699695816,4.6491770116
"[[30, 20, 10, '1.03', '1.946'], [30, 20, 10, '1.03', '1.946'], [30, 20, 10, '1.03', '1.946'], [30, 20, 10, '1.03', '1.946'], [30, 20, 10, '1.03', '1.946']]",3.86675987385,2.26637831458,2.86520912275
"[[50, 40, 10, '1.032', '1.402'], [50, 40, 10, '1.032', '1.402'], [50, 40, 10, '1.032', '1.402'], [50, 40, 10, '1.032', '1.402'], [50, 40, 10, '1.032', '1.402']]",2.71333529807,3.68563241406,3.46815682062
"[[37, 38, -1, '1.033', '1.268'], [37, 38, -1, '1.033', '1.268'], [37, 38, -1, '1.033', '1.268'], [37, 38, -1, '1.033', '1.268'], [37, 38, -1, '1.033', '1.268']]",4.08195115916,2.87033619275,4.19069352004
"[[51, 1, 50, '1.02', '1.004'], [51, 1, 50, '1.02', '1.004'], [51, 1, 50, '1.02', '1.004'], [51, 1, 50, '1.02', '1.004'], [51, 1, 50, '1.02', '1.004']]",3.04078517629,4.27953204741,2.8716556574
"[[75, 65, 10, '1.022', '0.766'], [75, 65, 10, '1.022', '0.766'], [75, 65, 10, '1.022', '0.766'], [75, 65, 10, '1.022', '0.766'], [75, 65, 10, '1.022', '0.766']]",4.25481835836,2.64516756216,3.34488781953
"[[74, 26, 48, '1.011', '0.898'], [74, 26, 48, '1.011', '0.898'], [74, 26, 48, '1.011', '0.898'], [74, 26, 48, '1.011', '0.898'], [74, 26, 48, '1.011', '0.898']]",2.65915062269,3.2939629619,4.05096803778
"[[27, -1, 28, '1.005', '1.58'], [27, -1, 28, '1.005', '1.58'], [27, -1, 28, '1.005', '1.58'], [27, -1, 28, '1.005', '1.58'], [27, -1, 28, '1.005', '1.58']]",2.83262831843,4.09733713337,2.44291819382
"[[43, 35, 8, '1.007', '1.447'], [43, 35, 8, '1.007', '1.447'], [43, 35, 8, '1.007', '1.447'], [43, 35, 8, '1.007', '1.447'], [43, 35, 8, '1.007', '1.447']]",3.86847664461,2.35963545283,2.70918140592
"[[39, 31, 8, '1.005', '0.97'], [39, 31, 8, '1.005', '0.97'], [39, 31, 8, '1.005', '0.97'], [39, 31, 8, '1.005', '0.97'], [39, 31, 8, '1.005', '0.97']]",2.24819870697,3.59457965567,3.76151133422
"[[50, 25, 25, '1.002', '1.017'], [50, 25, 25, '1.002', '1.017'], [50, 25, 25, '1.002', '1.017'], [50, 25, 25, '1.002', '1.017'], [50, 25, 25, '1.002', '1.017']]",3.64274137822,3.67699415072,2.44765174981
"[[25, 4, 21, '0.996', '1.203'], [25, 4, 21, '0.996', '1.203'], [25, 4, 21, '0.996', '1.203'], [25, 4, 21, '0.996', '1.203'], [25, 4, 21, '0.996', '1.203']]",3.09898268129,2.85779829097,3.90420876269
"[[34, 14, 20, '0.993', '0.949'], [34, 14, 20, '0.993', '0.949'], [34, 14, 20, '0.993', '0.949'], [34, 14, 20, '0.993', '0.949'], [34, 14, 20, '0.993', '0.949']]",4.35226445956,4.03155208086,3.48848391196
"[[27, 6, 21, '0.991', '1.246'], [27, 6, 21, '0.991', '1.246'], [27, 6, 21, '0.991', '1.246'], [27, 6, 21, '0.991', '1.246'], [27, 6, 21, '0.991', '1.246']]",3.71153830711,5.04721973559,4.9273060413
"[[51, 7, 44, '0.984', '0.738'], [51, 7, 44, '0.984', '0.738'], [51, 7, 44, '0.984', '0.738'], [51, 7, 44, '0.984', '0.738'], [51, 7, 44, '0.984', '0.738']]",5.35692614119,3.63911050299,4.48876066444
"[[56, 48, 8, '0.983', '0.571'], [56, 48, 8, '0.983', '0.571'], [56, 48, 8, '0.983', '0.571'], [56, 48, 8, '0.983', '0.571'], [56, 48, 8, '0.983', '0.571']]",3.03554274447,5.20010217058,5.17124969586
"[[58, 2, 56, '0.976', '0.758'], [58, 2, 56, '0.976', '0.758'], [58, 2, 56, '0.976', '0.758'], [58, 2, 56, '0.976', '0.758'], [58, 2, 56, '0.976', '0.758']]",4.61706101458,2.15453759509,4.3990787664
"[[31, -1, 32, '0.977', '0.896'], [31, -1, 32, '0.977', '0.896'], [31, -1, 32, '0.977', '0.896'], [31, -1, 32, '0.977', '0.896'], [31, -1, 32, '0.977', '0.896']]",2.02113179444,3.60352544471,2.32943516165
"[[59, 46, 13, '0.989', '0.879'], [59, 46, 13, '0.989', '0.879'], [59, 46, 13, '0.989', '0.879'], [59, 46, 13, '0.989', '0.879'], [59, 46, 13, '0.989', '0.879']]",2.12051649212,1.74702254567,3.36930191435
"[[39, 17, 22, '0.994', '0.811'], [39, 17, 22, '0.994', '0.811'], [39, 17, 22, '0.994', '0.811'], [39, 17, 22, '0.994', '0.811'], [39, 17, 22, '0.994', '0.811']]",3.16676963281,3.01825750372,1.90569617363
"[[31, 23, 8, '0.984', '0.674'], [31, 23, 8, '0.984', '0.674'], [31, 23, 8, '0.984', '0.674'], [31, 23, 8, '0.984', '0.674'], [31, 23, 8, '0.984', '0.674']]",1.35225395674,3.34652836409,2.94046333165
"[[32, 3, 29, '0.983', '1.213'], [32, 3, 29, '0.983', '1.213'], [32, 3, 29, '0.983', '1.213'], [32, 3, 29, '0.983', '1.213'], [32, 3, 29, '0.983', '1.213']]",2.63105099973,0.77917293832,2.79264949372
"[[32, 20, 12, '0.989', '1.391'], [32, 20, 12, '0.989', '1.391'], [32, 20, 12, '0.989', '1.391'], [32, 20, 12, '0.989', '1.391'], [32, 20, 12, '0.989', '1.391']]",1.26422194327,2.16123552921,0.406961131648
"[[45, 10, 35, '0.992', '1.067'], [45, 10, 35, '0.992', '1.067'], [45, 10, 35, '0.992', '1.067'], [45, 10, 35, '0.992', '1.067'], [45, 10, 35, '0.992', '1.067']]",1.75112607435,-0.16885790934,0.545078874149
"[[39, 17, 22, '0.992', '0.853'], [39, 17, 22, '0.992', '0.853'], [39, 17, 22, '0.992', '0.853'], [39, 17, 22, '0.992', '0.853'], [39, 17, 22, '0.992', '0.853']]",-0.320041725926,0.954932372335,1.1375047969
"[[49, 54, -5, '1.001', '1.065'], [49, 54, -5, '1.001', '1.065'], [49, 54, -5, '1.001', '1.065'], [49, 54, -5, '1.001', '1.065'], [49, 54, -5, '1.001', '1.065']]",0.938990380544,0.917010391075,-0.375943075333
"[[26, 16, 10, '1.0', '1.724'], [26, 16, 10, '1.0', '1.724'], [26, 16, 10, '1.0', '1.724'], [26, 16, 10, '1.0', '1.724'], [26, 16, 10, '1.0', '1.724']]",-0.267847801984,-0.319237945399,0.875932024061
"[[39, 26, 13, '1.002', '1.376'], [39, 26, 13, '1.002', '1.376'], [39, 26, 13, '1.002', '1.376'], [39, 26, 13, '1.002', '1.376'], [39, 26, 13, '1.002', '1.376']]",0.845590835874,0.644337711576,-0.364082719643
"[[33, 12, 21, '1.0', '1.928'], [33, 12, 21, '1.0', '1.928'], [33, 12, 21, '1.0', '1.928'], [33, 12, 21, '1.0', '1.928'], [33, 12, 21, '1.0', '1.928']]",-0.715002051097,0.911154116456,0.5839399727
"[[25, -1, 26, '1.0', '1.444'], [25, -1, 26, '1.0', '1.444'], [25, -1, 26, '1.0', '1.444'], [25, -1, 26, '1.0', '1.444'], [25, -1, 26, '1.0', '1.444']]",0.514368447115,-0.969950888504,0.00787990653197
"[[18, 4, 14, '1.011', '0.747'], [18, 4, 14, '1.011', '0.747'], [18, 4, 14, '1.011', '0.747'], [18, 4, 14, '1.011', '0.747'], [18, 4, 14, '1.011', '0.747']]",-0.911248301506,0.234030636102,0.0887588160399
"[[30, 26, 4, '1.015', '1.147'], [30, 26, 4, '1.015', '1.147'], [30, 26, 4, '1.015', '1.147'], [30, 26, 4, '1.015', '1.147'], [30, 26, 4, '1.015', '1.147']]",-0.0658140330859,-0.944691514749,0.299425604236
"[[13, 0, 13, '1.01', '2.628'], [13, 0, 13, '1.01', '2.628'], [13, 0, 13, '1.01', '2.628'], [13, 0, 13, '1.01', '2.628'], [13, 0, 13, '1.01', '2.628']]",0.283475508169,0.226368338277,-0.949697360446
"[[25, 19, 6, '1.01', '1.837'], [25, 19, 6, '1.01', '1.837'], [25, 19, 6, '1.01', '1.837'], [25, 19, 6, '1.01', '1.837'], [25, 19, 6, '1.01', '1.837']]",-1.06216003992,-0.667088350956,0.297909663494
"[[33, 23, 10, '1.007', '1.015'], [33, 23, 10, '1.007', '1.015'], [33, 23, 10, '1.007', '1.015'], [33, 23, 10, '1.007', '1.015'], [33, 23, 10, '1.007', '1.015']]",0.146746173312,-0.237421991803,-1.24238913525
"[[51, 3, 48, '1.017', '0.708'], [51, 3, 48, '1.017', '0.708'], [51, 3, 48, '1.017', '0.708'], [51, 3, 48, '1.017', '0.708'], [51, 3, 48, '1.017', '0.708']]",-1.20587985586,-0.0653614368235,-0.125419769078
"[[20, 7, 13, '1.014', '1.481'], [20, 7, 13, '1.014', '1.481'], [20, 7, 13, '1.014', '1.481'], [20, 7, 13, '1.014', '1.481'], [20, 7, 13, '1.014', '1.481']]",-0.00859870254897,-1.28508318896,-0.171134818034
"[[37, 28, 9, '1.015', '1.447'], [37, 28, 9, '1.015', '1.447'], [37, 28, 9, '1.015', '1.447'], [37, 28, 9, '1.015', '1.447'], [37, 28, 9, '1.015', '1.447']]",-1.19192249439,0.00479489826112,-0.0315735167309
"[[23, 4, 19, '1.011', '1.286'], [23, 4, 19, '1.011', '1.286'], [23, 4, 19, '1.011', '1.286'], [23, 4, 19, '1.011', '1.286'], [23, 4, 19, '1.011', '1.286']]",0.109313509211,-1.32394832557,-0.918986299649
"[[27, 24, 3, '1.008', '1.006'], [27, 24, 3, '1.008', '1.006'], [27, 24, 3, '1.008', '1.006'], [27, 24, 3, '1.008', '1.006'], [27, 24, 3, '1.008', '1.006']]",-1.37728571921,-0.458089963186,-0.0393943346839
"[[100, 4, 96, '1.003', '0.483'], [100, 4, 96, '1.003', '0.483'], [100, 4, 96, '1.003', '0.483'], [100, 4, 96, '1.003', '0.483'], [100, 4, 96, '1.003', '0.483']]",-0.113345322666,-0.355781597024,-1.20444310304
"[[53, -3, 56, '0.994', '0.641'], [53, -3, 56, '0.994', '0.641'], [53, -3, 56, '0.994', '0.641'], [53, -3, 56, '0.994', '0.641'], [53, -3, 56, '0.994', '0.641']]",-1.31373752602,0.117624173641,-0.574063618282
"[[45, 3, 42, '0.986', '0.644'], [45, 3, 42, '0.986', '0.644'], [45, 3, 42, '0.986', '0.644'], [45, 3, 42, '0.986', '0.644'], [45, 3, 42, '0.986', '0.644']]",-0.542278826094,-1.18991259492,-0.0150068085718
"[[40, 37, 3, '0.989', '0.902'], [40, 37, 3, '0.989', '0.902'], [40, 37, 3, '0.989', '0.902'], [40, 37, 3, '0.989', '0.902'], [40, 37, 3, '0.989', '0.902']]",0.0255345262896,-0.0606403097797,-1.18519335899
"[[42, -1, 43, '0.985', '0.843'], [42, -1, 43, '0.985', '0.843'], [42, -1, 43, '0.985', '0.843'], [42, -1, 43, '0.985', '0.843'], [42, -1, 43, '0.985', '0.843']]",-1.20143609203,-0.0910045614417,0.0327505316226
"[[68, 56, 12, '0.987', '0.691'], [68, 56, 12, '0.987', '0.691'], [68, 56, 12, '0.987', '0.691'], [68, 56, 12, '0.987', '0.691'], [68, 56, 12, '0.987', '0.691']]",-0.0618149516509,0.0323208018918,-1.26397606064
"[[23, 20, 3, '0.99', '1.6'], [23, 20, 3, '0.99', '1.6'], [23, 20, 3, '0.99', '1.6'], [23, 20, 3, '0.99', '1.6'], [23, 20, 3, '0.99', '1.6']]",-0.387088292098,-1.227909162,-0.0534908852046
"[[24, 0, 24, '0.988', '1.883'], [24, 0, 24, '0.988', '1.883'], [24, 0, 24, '0.988', '1.883'], [24, 0, 24, '0.988', '1.883'], [24, 0, 24, '0.988', '1.883']]",-0.0246615815782,-0.0290402450657,-1.21304127481
"[[33, 34, -1, '0.995', '1.524'], [33, 34, -1, '0.995', '1.524'], [33, 34, -1, '0.995', '1.524'], [33, 34, -1, '0.995', '1.524'], [33, 34, -1, '0.995', '1.524']]",-1.04331219546,-0.758988471299,-0.0111872876961
"[[38, 12, 26, '0.992', '1.459'], [38, 12, 26, '0.992', '1.459'], [38, 12, 26, '0.992', '1.459'], [38, 12, 26, '0.992', '1.459'], [38, 12, 26, '0.992', '1.459']]",0.169158956069,-0.331267824661,-1.01317033126
"[[70, 55, 15, '1.006', '0.719'], [70, 55, 15, '1.006', '0.719'], [70, 55, 15, '1.006', '0.719'], [70, 55, 15, '1.006', '0.719'], [70, 55, 15, '1.006', '0.719']]",-0.844075303706,0.234244868477,0.146555101171
"[[40, 15, 25, '1.002', '1.198'], [40, 15, 25, '1.002', '1.198'], [40, 15, 25, '1.002', '1.198'], [40, 15, 25, '1.002', '1.198'], [40, 15, 25, '1.002', '1.198']]",0.341233275183,-0.663440553198,0.398341512143
"[[78, -3, 81, '0.99', '0.67'], [78, -3, 81, '0.99', '0.67'], [78, -3, 81, '0.99', '0.67'], [78, -3, 81, '0.99', '0.67'], [78, -3, 81, '0.99', '0.67']]",-0.374732662524,0.557356589705,-0.533152729258
"[[51, 5, 46, '0.985', '0.821'], [51, 5, 46, '0.985', '0.821'], [51, 5, 46, '0.985', '0.821'], [51, 5, 46, '0.985', '0.821'], [51, 5, 46, '0.985', '0.821']]",0.633663693841,-0.424182252591,0.636644129869
"[[80, 0, 80, '0.976', '0.609'], [80, 0, 80, '0.976', '0.609'], [80, 0, 80, '0.976', '0.609'], [80, 0, 80, '0.976', '0.609'], [80, 0, 80, '0.976', '0.609']]",-0.552905194198,0.776377956321,-0.119801489301
"[[58, 28, 30, '0.979', '0.876'], [58, 28, 30, '0.979', '0.876'], [58, 28, 30, '0.979', '0.876'], [58, 28, 30, '0.979', '0.876'], [58, 28, 30, '0.979', '0.876']]",0.621338370897,-0.565418130038,0.0131323137827
"[[27, 32, -5, '0.985', '1.518'], [27, 32, -5, '0.985', '1.518'], [27, 32, -5, '0.985', '1.518'], [27, 32, -5, '0.985', '1.518'], [27, 32, -5, '0.985', '1.518']]",-0.526387505432,-0.0106539877104,0.628680937414
"[[23, 0, 23, '0.983', '2.606'], [23, 0, 23, '0.983', '2.606'], [23, 0, 23, '0.983', '2.606'], [23, 0, 23, '0.983', '2.606'], [23, 0, 23, '0.983', '2.606']]",-0.0665285362341,0.727716279582,-0.501892248298
"[[30, 15, 15, '0.983', '1.978'], [30, 15, 15, '0.983', '1.978'], [30, 15, 15, '0.983', '1.978'], [30, 15, 15, '0.983', '1.978'], [30, 15, 15, '0.983', '1.978']]",0.783173907906,-0.680592050637,-0.266307043252
"[[60, 55, 5, '0.989', '1.042'], [60, 55, 5, '0.989', '1.042'], [60, 55, 5, '0.989', '1.042'], [60, 55, 5, '0.989', '1.042'], [60, 55, 5, '0.989', '1.042']]",-0.702348300244,0.598078627593,0.572233828346
"[[78, 66, 12, '1.002', '1.104'], [78, 66, 12, '1.002', '1.104'], [78, 66, 12, '1.002', '1.104'], [78, 66, 12, '1.002', '1.104'], [78, 66, 12, '1.002', '1.104']]",0.439635346343,-0.728586531222,0.529909675732
"[[31, 17, 14, '1.006', '1.974'], [31, 17, 14, '1.006', '1.974'], [31, 17, 14, '1.006', '1.974'], [31, 17, 14, '1.006', '1.974'], [31, 17, 14, '1.006', '1.974']]",-0.58563701534,0.420420801199,-0.0563263112175
"[[32, 25, 7, '1.011', '1.829'], [32, 25, 7, '1.011', '1.829'], [32, 25, 7, '1.011', '1.829'], [32, 25, 7, '1.011', '1.829'], [32, 25, 7, '1.011', '1.829']]",0.432568589514,0.0526932784434,-0.681184063447
"[[27, 22, 5, '1.012', '2.114'], [27, 22, 5, '1.012', '2.114'], [27, 22, 5, '1.012', '2.114'], [27, 22, 5, '1.012', '2.114'], [27, 22, 5, '1.012', '2.114']]",-0.125886513914,-0.539042142134,0.523284045298
"[[49, 34, 15, '1.015', '0.845'], [49, 34, 15, '1.015', '0.845'], [49, 34, 15, '1.015', '0.845'], [49, 34, 15, '1.015', '0.845'], [49, 34, 15, '1.015', '0.845']]",0.0698501658019,0.634393097269,-0.284197167064
