,0,1,2
"[[40, 48, -8, '1.013', '1.185'], [40, 48, -8, '1.013', '1.185'], [40, 48, -8, '1.013', '1.185'], [40, 48, -8, '1.013', '1.185'], [40, 48, -8, '1.013', '1.185']]",0.981498676528,0.111324429951,0.421062784898
"[[29, 5, 24, '1.008', '1.84'], [29, 5, 24, '1.008', '1.84'], [29, 5, 24, '1.008', '1.84'], [29, 5, 24, '1.008', '1.84'], [29, 5, 24, '1.008', '1.84']]",0.486957438279,1.38942234726,1.42346521357
"[[28, 5, 23, '1.003', '2.571'], [28, 5, 23, '1.003', '2.571'], [28, 5, 23, '1.003', '2.571'], [28, 5, 23, '1.003', '2.571'], [28, 5, 23, '1.003', '2.571']]",1.87101053293,1.78368050062,0.832810272076
"[[38, 25, 13, '1.006', '2.233'], [38, 25, 13, '1.006', '2.233'], [38, 25, 13, '1.006', '2.233'], [38, 25, 13, '1.006', '2.233'], [38, 25, 13, '1.006', '2.233']]",1.27650813031,2.17075643825,2.27246368942
"[[39, -1, 40, '0.999', '1.423'], [39, -1, 40, '0.999', '1.423'], [39, -1, 40, '0.999', '1.423'], [39, -1, 40, '0.999', '1.423'], [39, -1, 40, '0.999', '1.423']]",2.75356298927,2.77548273699,1.44345991967
"[[99, 20, 79, '1.001', '1.033'], [99, 20, 79, '1.001', '1.033'], [99, 20, 79, '1.001', '1.033'], [99, 20, 79, '1.001', '1.033'], [99, 20, 79, '1.001', '1.033']]",1.23604463789,0.908294272071,2.94438424106
"[[32, 17, 15, '1.0', '2.427'], [32, 17, 15, '1.0', '2.427'], [32, 17, 15, '1.0', '2.427'], [32, 17, 15, '1.0', '2.427'], [32, 17, 15, '1.0', '2.427']]",2.24146153523,1.81664000724,0.196477138422
"[[36, 35, 1, '1.002', '2.414'], [36, 35, 1, '1.002', '2.414'], [36, 35, 1, '1.002', '2.414'], [36, 35, 1, '1.002', '2.414'], [36, 35, 1, '1.002', '2.414']]",-0.0858638989183,1.03462784368,1.5755576044
"[[37, 30, 7, '1.004', '1.81'], [37, 30, 7, '1.004', '1.81'], [37, 30, 7, '1.004', '1.81'], [37, 30, 7, '1.004', '1.81'], [37, 30, 7, '1.004', '1.81']]",1.26076389552,1.08531760259,0.0627347904184
"[[25, 13, 12, '1.001', '0.613'], [25, 13, 12, '1.001', '0.613'], [25, 13, 12, '1.001', '0.613'], [25, 13, 12, '1.001', '0.613'], [25, 13, 12, '1.001', '0.613']]",0.192360374314,1.43628414248,1.45460847985
"[[68, -8, 76, '0.987', '0.213'], [68, -8, 76, '0.987', '0.213'], [68, -8, 76, '0.987', '0.213'], [68, -8, 76, '0.987', '0.213'], [68, -8, 76, '0.987', '0.213']]",1.58138373265,0.651449283283,0.353563753218
"[[37, 10, 27, '0.986', '0.411'], [37, 10, 27, '0.986', '0.411'], [37, 10, 27, '0.986', '0.411'], [37, 10, 27, '0.986', '0.411'], [37, 10, 27, '0.986', '0.411']]",0.456245472119,1.69033436639,1.64886415547
"[[23, 18, 5, '0.99', '0.817'], [23, 18, 5, '0.99', '0.817'], [23, 18, 5, '0.99', '0.817'], [23, 18, 5, '0.99', '0.817'], [23, 18, 5, '0.99', '0.817']]",1.86474708918,0.734382098418,1.2128078531
"[[34, 15, 19, '0.988', '0.877'], [34, 15, 19, '0.988', '0.877'], [34, 15, 19, '0.988', '0.877'], [34, 15, 19, '0.988', '0.877'], [34, 15, 19, '0.988', '0.877']]",0.906491909583,2.03167116224,2.08139803581
"[[50, 0, 50, '0.984', '0.636'], [50, 0, 50, '0.984', '0.636'], [50, 0, 50, '0.984', '0.636'], [50, 0, 50, '0.984', '0.636'], [50, 0, 50, '0.984', '0.636']]",2.05227472527,2.28162630026,0.939639442676
"[[42, 35, 7, '0.979', '0.48'], [42, 35, 7, '0.979', '0.48'], [42, 35, 7, '0.979', '0.48'], [42, 35, 7, '0.979', '0.48'], [42, 35, 7, '0.979', '0.48']]",1.68252502682,0.980178692233,2.31868419702
"[[24, 7, 17, '0.981', '1.307'], [24, 7, 17, '0.981', '1.307'], [24, 7, 17, '0.981', '1.307'], [24, 7, 17, '0.981', '1.307'], [24, 7, 17, '0.981', '1.307']]",2.28948781862,2.26287588349,1.10264268127
"[[20, 5, 15, '0.985', '1.741'], [20, 5, 15, '0.985', '1.741'], [20, 5, 15, '0.985', '1.741'], [20, 5, 15, '0.985', '1.741'], [20, 5, 15, '0.985', '1.741']]",1.28121454956,1.97281038127,2.39837624381
"[[28, -1, 29, '0.983', '1.22'], [28, -1, 29, '0.983', '1.22'], [28, -1, 29, '0.983', '1.22'], [28, -1, 29, '0.983', '1.22'], [28, -1, 29, '0.983', '1.22']]",2.601195167,2.28022064999,1.38746092328
"[[28, 17, 11, '0.99', '1.084'], [28, 17, 11, '0.99', '1.084'], [28, 17, 11, '0.99', '1.084'], [28, 17, 11, '0.99', '1.084'], [28, 17, 11, '0.99', '1.084']]",1.35819524087,2.56411984937,2.75970998116
"[[50, 48, 2, '0.997', '0.874'], [50, 48, 2, '0.997', '0.874'], [50, 48, 2, '0.997', '0.874'], [50, 48, 2, '0.997', '0.874'], [50, 48, 2, '0.997', '0.874']]",2.71790252882,2.63532928224,1.41758113888
"[[35, 3, 32, '0.996', '1.179'], [35, 3, 32, '0.996', '1.179'], [35, 3, 32, '0.996', '1.179'], [35, 3, 32, '0.996', '1.179'], [35, 3, 32, '0.996', '1.179']]",1.36514347971,2.15574324357,2.78424871535
"[[24, 6, 18, '0.995', '1.924'], [24, 6, 18, '0.995', '1.924'], [24, 6, 18, '0.995', '1.924'], [24, 6, 18, '0.995', '1.924'], [24, 6, 18, '0.995', '1.924']]",2.29641763833,2.71537716762,1.41082688132
"[[48, 1, 47, '0.989', '0.797'], [48, 1, 47, '0.989', '0.797'], [48, 1, 47, '0.989', '0.797'], [48, 1, 47, '0.989', '0.797'], [48, 1, 47, '0.989', '0.797']]",2.75706398503,1.8187445672,2.71313209488
"[[44, 11, 33, '0.986', '0.684'], [44, 11, 33, '0.986', '0.684'], [44, 11, 33, '0.986', '0.684'], [44, 11, 33, '0.986', '0.684'], [44, 11, 33, '0.986', '0.684']]",1.72322585075,2.83438232249,3.03928955684
"[[51, 15, 36, '0.985', '0.863'], [51, 15, 36, '0.985', '0.863'], [51, 15, 36, '0.985', '0.863'], [51, 15, 36, '0.985', '0.863'], [51, 15, 36, '0.985', '0.863']]",2.94006470718,2.98961600551,1.7085146461
"[[30, 7, 23, '0.987', '1.201'], [30, 7, 23, '0.987', '1.201'], [30, 7, 23, '0.987', '1.201'], [30, 7, 23, '0.987', '1.201'], [30, 7, 23, '0.987', '1.201']]",2.90667885262,1.80231333417,2.99466105376
"[[34, 24, 10, '0.987', '1.009'], [34, 24, 10, '0.987', '1.009'], [34, 24, 10, '0.987', '1.009'], [34, 24, 10, '0.987', '1.009'], [34, 24, 10, '0.987', '1.009']]",2.9718982019,3.10657902819,1.7563126307
"[[49, 34, 15, '0.993', '0.944'], [49, 34, 15, '0.993', '0.944'], [49, 34, 15, '0.993', '0.944'], [49, 34, 15, '0.993', '0.944'], [49, 34, 15, '0.993', '0.944']]",2.73361188129,1.66598131684,3.05606906113
"[[44, 27, 17, '0.999', '0.751'], [44, 27, 17, '0.999', '0.751'], [44, 27, 17, '0.999', '0.751'], [44, 27, 17, '0.999', '0.751'], [44, 27, 17, '0.999', '0.751']]",2.76788562323,2.95834417841,1.5278077069
"[[42, 9, 33, '0.997', '1.005'], [42, 9, 33, '0.997', '1.005'], [42, 9, 33, '0.997', '1.005'], [42, 9, 33, '0.997', '1.005'], [42, 9, 33, '0.997', '1.005']]",2.7633526249,1.43613662647,2.80910124174
"[[55, 43, 12, '1.005', '1.084'], [55, 43, 12, '1.005', '1.084'], [55, 43, 12, '1.005', '1.084'], [55, 43, 12, '1.005', '1.084'], [55, 43, 12, '1.005', '1.084']]",2.67681552054,2.69958772944,1.31840335359
"[[33, 31, 2, '1.01', '1.753'], [33, 31, 2, '1.01', '1.753'], [33, 31, 2, '1.01', '1.753'], [33, 31, 2, '1.01', '1.753'], [33, 31, 2, '1.01', '1.753']]",1.3736087618,1.40793866047,2.55663883642
"[[18, 16, 2, '1.01', '1.76'], [18, 16, 2, '1.01', '1.76'], [18, 16, 2, '1.01', '1.76'], [18, 16, 2, '1.01', '1.76'], [18, 16, 2, '1.01', '1.76']]",2.39216032318,2.3948033992,0.971800767005
"[[43, 28, 15, '1.008', '0.992'], [43, 28, 15, '1.008', '0.992'], [43, 28, 15, '1.008', '0.992'], [43, 28, 15, '1.008', '0.992'], [43, 28, 15, '1.008', '0.992']]",0.985677210962,1.02150048098,2.1426663177
"[[41, 6, 35, '1.004', '0.87'], [41, 6, 35, '1.004', '0.87'], [41, 6, 35, '1.004', '0.87'], [41, 6, 35, '1.004', '0.87'], [41, 6, 35, '1.004', '0.87']]",1.64114623518,2.04319827921,0.977314662516
"[[26, 13, 13, '1.006', '1.983'], [26, 13, 13, '1.006', '1.983'], [26, 13, 13, '1.006', '1.983'], [26, 13, 13, '1.006', '1.983'], [26, 13, 13, '1.006', '1.983']]",1.71787030343,0.86326960195,2.15934910656
"[[21, 17, 4, '1.007', '1.978'], [21, 17, 4, '1.007', '1.978'], [21, 17, 4, '1.007', '1.978'], [21, 17, 4, '1.007', '1.978'], [21, 17, 4, '1.007', '1.978']]",1.94632094096,2.05984450153,0.717937595247
"[[46, 0, 46, '1.0', '1.458'], [46, 0, 46, '1.0', '1.458'], [46, 0, 46, '1.0', '1.458'], [46, 0, 46, '1.0', '1.458'], [46, 0, 46, '1.0', '1.458']]",1.49349193922,0.615558120145,1.86730165069
"[[48, 8, 40, '0.995', '0.66'], [48, 8, 40, '0.995', '0.66'], [48, 8, 40, '0.995', '0.66'], [48, 8, 40, '0.995', '0.66'], [48, 8, 40, '0.995', '0.66']]",0.830253302791,1.76686034131,0.512106199225
"[[48, 30, 18, '0.999', '0.84'], [48, 30, 18, '0.999', '0.84'], [48, 30, 18, '0.999', '0.84'], [48, 30, 18, '0.999', '0.84'], [48, 30, 18, '0.999', '0.84']]",1.64901198141,0.366659116056,1.5604148924
"[[23, 17, 6, '0.999', '1.566'], [23, 17, 6, '0.999', '1.566'], [23, 17, 6, '0.999', '1.566'], [23, 17, 6, '0.999', '1.566'], [23, 17, 6, '0.999', '1.566']]",0.426922086026,1.5119375699,1.11303035641
"[[41, 41, 0, '1.004', '0.761'], [41, 41, 0, '1.004', '0.761'], [41, 41, 0, '1.004', '0.761'], [41, 41, 0, '1.004', '0.761'], [41, 41, 0, '1.004', '0.761']]",1.52064252923,0.36134129113,1.02599170722
"[[24, 4, 20, '1.003', '1.033'], [24, 4, 20, '1.003', '1.033'], [24, 4, 20, '1.003', '1.033'], [24, 4, 20, '1.003', '1.033'], [24, 4, 20, '1.003', '1.033']]",0.332138838626,1.35768052478,1.42412470489
"[[45, 25, 20, '1.005', '0.792'], [45, 25, 20, '1.005', '0.792'], [45, 25, 20, '1.005', '0.792'], [45, 25, 20, '1.005', '0.792'], [45, 25, 20, '1.005', '0.792']]",1.38622092256,1.31084737559,0.213159793481
"[[30, 24, 6, '1.012', '0.88'], [30, 24, 6, '1.012', '0.88'], [30, 24, 6, '1.012', '0.88'], [30, 24, 6, '1.012', '0.88'], [30, 24, 6, '1.012', '0.88']]",0.184815678755,1.03038648992,1.26377700743
"[[33, 28, 5, '1.014', '1.226'], [33, 28, 5, '1.014', '1.226'], [33, 28, 5, '1.014', '1.226'], [33, 28, 5, '1.014', '1.226'], [33, 28, 5, '1.014', '1.226']]",1.21145336864,1.0544977886,0.063967189699
"[[42, 20, 22, '1.016', '0.939'], [42, 20, 22, '1.016', '0.939'], [42, 20, 22, '1.016', '0.939'], [42, 20, 22, '1.016', '0.939'], [42, 20, 22, '1.016', '0.939']]",-0.193247550045,0.991905914842,1.09155953663
"[[39, 21, 18, '1.018', '1.381'], [39, 21, 18, '1.018', '1.381'], [39, 21, 18, '1.018', '1.381'], [39, 21, 18, '1.018', '1.381'], [39, 21, 18, '1.018', '1.381']]",0.740751267162,0.330044847322,-0.272952486915
"[[65, 62, 3, '1.028', '0.652'], [65, 62, 3, '1.028', '0.652'], [65, 62, 3, '1.028', '0.652'], [65, 62, 3, '1.028', '0.652'], [65, 62, 3, '1.028', '0.652']]",-0.338743513647,0.713752526611,0.21632936868
"[[78, 58, 20, '1.041', '0.494'], [78, 58, 20, '1.041', '0.494'], [78, 58, 20, '1.041', '0.494'], [78, 58, 20, '1.041', '0.494'], [78, 58, 20, '1.041', '0.494']]",0.07612423494,-0.850722413704,0.603711660892
"[[43, 22, 21, '1.031', '1.028'], [43, 22, 21, '1.031', '1.028'], [43, 22, 21, '1.031', '1.028'], [43, 22, 21, '1.031', '1.028'], [43, 22, 21, '1.031', '1.028']]",0.293744197746,0.0703139933022,-1.2695324719
"[[24, 18, 6, '1.029', '1.704'], [24, 18, 6, '1.029', '1.704'], [24, 18, 6, '1.029', '1.704'], [24, 18, 6, '1.029', '1.704'], [24, 18, 6, '1.029', '1.704']]",-1.59083628127,-0.460501952713,-0.189481488238
"[[32, 24, 8, '1.027', '1.286'], [32, 24, 8, '1.027', '1.286'], [32, 24, 8, '1.027', '1.286'], [32, 24, 8, '1.027', '1.286'], [32, 24, 8, '1.027', '1.286']]",-0.524531983837,-0.898090840176,-1.96156588453
"[[60, 60, 0, '1.03', '0.7'], [60, 60, 0, '1.03', '0.7'], [60, 60, 0, '1.03', '0.7'], [60, 60, 0, '1.03', '0.7'], [60, 60, 0, '1.03', '0.7']]",-2.12941758172,-1.01095923838,-0.928549869505
"[[85, 12, 73, '1.021', '0.753'], [85, 12, 73, '1.021', '0.753'], [85, 12, 73, '1.021', '0.753'], [85, 12, 73, '1.021', '0.753'], [85, 12, 73, '1.021', '0.753']]",-1.14397059401,-1.99980259117,-2.24855825045
"[[54, 56, -2, '1.027', '1.307'], [54, 56, -2, '1.027', '1.307'], [54, 56, -2, '1.027', '1.307'], [54, 56, -2, '1.027', '1.307'], [54, 56, -2, '1.027', '1.307']]",-2.4154686462,-1.38646872633,-1.28259078015
"[[34, 31, 3, '1.022', '1.979'], [34, 31, 3, '1.022', '1.979'], [34, 31, 3, '1.022', '1.979'], [34, 31, 3, '1.022', '1.979'], [34, 31, 3, '1.022', '1.979']]",-1.4278673145,-1.8192551279,-2.48987236135
"[[48, 2, 46, '1.013', '0.929'], [48, 2, 46, '1.013', '0.929'], [48, 2, 46, '1.013', '0.929'], [48, 2, 46, '1.013', '0.929'], [48, 2, 46, '1.013', '0.929']]",-2.38155907908,-1.49100840929,-1.65519054019
"[[54, 16, 38, '1.003', '0.838'], [54, 16, 38, '1.003', '0.838'], [54, 16, 38, '1.003', '0.838'], [54, 16, 38, '1.003', '0.838'], [54, 16, 38, '1.003', '0.838']]",-1.71669068804,-2.35879728954,-1.39149291065
"[[29, 20, 9, '0.986', '0.62'], [29, 20, 9, '0.986', '0.62'], [29, 20, 9, '0.986', '0.62'], [29, 20, 9, '0.986', '0.62'], [29, 20, 9, '0.986', '0.62']]",-1.4565712323,-1.63064676082,-2.28430858618
"[[30, 13, 17, '0.986', '1.331'], [30, 13, 17, '0.986', '1.331'], [30, 13, 17, '0.986', '1.331'], [30, 13, 17, '0.986', '1.331'], [30, 13, 17, '0.986', '1.331']]",-2.29009327775,-1.33089728743,-1.43700705371
"[[32, 28, 4, '0.989', '1.813'], [32, 28, 4, '0.989', '1.813'], [32, 28, 4, '0.989', '1.813'], [32, 28, 4, '0.989', '1.813'], [32, 28, 4, '0.989', '1.813']]",-1.35477185682,-2.27897288846,-1.66967971069
"[[66, 46, 20, '0.993', '0.706'], [66, 46, 20, '0.993', '0.706'], [66, 46, 20, '0.993', '0.706'], [66, 46, 20, '0.993', '0.706'], [66, 46, 20, '0.993', '0.706']]",-2.44821553073,-1.30936039628,-1.35267625415
"[[67, 57, 10, '1.011', '1.078'], [67, 57, 10, '1.011', '1.078'], [67, 57, 10, '1.011', '1.078'], [67, 57, 10, '1.011', '1.078'], [67, 57, 10, '1.011', '1.078']]",-1.60022889979,-2.60817064186,-1.49269244786
"[[25, 12, 13, '1.014', '1.617'], [25, 12, 13, '1.014', '1.617'], [25, 12, 13, '1.014', '1.617'], [25, 12, 13, '1.014', '1.617'], [25, 12, 13, '1.014', '1.617']]",-1.8730492285,-1.6201817664,-2.61048744645
"[[18, 17, 1, '1.015', '2.661'], [18, 17, 1, '1.015', '2.661'], [18, 17, 1, '1.015', '2.661'], [18, 17, 1, '1.015', '2.661'], [18, 17, 1, '1.015', '2.661']]",-2.16642501769,-2.72233280962,-1.65999833105
"[[47, 8, 39, '1.01', '1.382'], [47, 8, 39, '1.01', '1.382'], [47, 8, 39, '1.01', '1.382'], [47, 8, 39, '1.01', '1.382'], [47, 8, 39, '1.01', '1.382']]",-1.76849259872,-2.20031538743,-2.82639226147
"[[35, 16, 19, '1.012', '1.183'], [35, 16, 19, '1.012', '1.183'], [35, 16, 19, '1.012', '1.183'], [35, 16, 19, '1.012', '1.183'], [35, 16, 19, '1.012', '1.183']]",-2.99532952161,-1.88920570522,-2.09915982564
"[[65, 1, 64, '0.999', '0.734'], [65, 1, 64, '0.999', '0.734'], [65, 1, 64, '0.999', '0.734'], [65, 1, 64, '0.999', '0.734'], [65, 1, 64, '0.999', '0.734']]",-2.19199504768,-2.99146814639,-1.98257798848
"[[34, 30, 4, '1.0', '0.887'], [34, 30, 4, '1.0', '0.887'], [34, 30, 4, '1.0', '0.887'], [34, 30, 4, '1.0', '0.887'], [34, 30, 4, '1.0', '0.887']]",-1.99097356696,-2.18901010254,-3.10957234426
"[[44, 40, 4, '1.006', '0.878'], [44, 40, 4, '1.006', '0.878'], [44, 40, 4, '1.006', '0.878'], [44, 40, 4, '1.006', '0.878'], [44, 40, 4, '1.006', '0.878']]",-3.12323936959,-2.10543960168,-2.18672975809
"[[28, 14, 14, '1.005', '1.247'], [28, 14, 14, '1.005', '1.247'], [28, 14, 14, '1.005', '1.247'], [28, 14, 14, '1.005', '1.247'], [28, 14, 14, '1.005', '1.247']]",-2.29443464586,-3.27531308003,-2.18262289941
"[[108, 99, 9, '1.022', '0.511'], [108, 99, 9, '1.022', '0.511'], [108, 99, 9, '1.022', '0.511'], [108, 99, 9, '1.022', '0.511'], [108, 99, 9, '1.022', '0.511']]",-2.37165182933,-2.32723683716,-3.19728511554
"[[62, 39, 23, '1.007', '0.568'], [62, 39, 23, '1.007', '0.568'], [62, 39, 23, '1.007', '0.568'], [62, 39, 23, '1.007', '0.568'], [62, 39, 23, '1.007', '0.568']]",-2.33785069657,-3.05129276637,-2.24025674388
"[[51, 46, 5, '1.006', '0.793'], [51, 46, 5, '1.006', '0.793'], [51, 46, 5, '1.006', '0.793'], [51, 46, 5, '1.006', '0.793'], [51, 46, 5, '1.006', '0.793']]",-2.07302714297,-2.18700812498,-3.01235646843
"[[49, 27, 22, '1.011', '0.952'], [49, 27, 22, '1.011', '0.952'], [49, 27, 22, '1.011', '0.952'], [49, 27, 22, '1.011', '0.952'], [49, 27, 22, '1.011', '0.952']]",-2.9299113032,-2.00653340395,-2.2074839855
"[[69, 34, 35, '1.004', '0.964'], [69, 34, 35, '1.004', '0.964'], [69, 34, 35, '1.004', '0.964'], [69, 34, 35, '1.004', '0.964'], [69, 34, 35, '1.004', '0.964']]",-2.01967972186,-2.82123878725,-1.86249342793
"[[98, 0, 98, '0.985', '0.566'], [98, 0, 98, '0.985', '0.566'], [98, 0, 98, '0.985', '0.566'], [98, 0, 98, '0.985', '0.566'], [98, 0, 98, '0.985', '0.566']]",-1.79537336645,-1.74112521645,-2.69406121731
"[[54, 26, 28, '0.987', '1.075'], [54, 26, 28, '0.987', '1.075'], [54, 26, 28, '0.987', '1.075'], [54, 26, 28, '0.987', '1.075'], [54, 26, 28, '0.987', '1.075']]",-1.62414978541,-2.70735598614,-1.74627352372
"[[33, 5, 28, '0.986', '2.227'], [33, 5, 28, '0.986', '2.227'], [33, 5, 28, '0.986', '2.227'], [33, 5, 28, '0.986', '2.227'], [33, 5, 28, '0.986', '2.227']]",-2.95026426956,-1.78276751589,-1.63303155488
"[[59, 12, 47, '0.982', '1.208'], [59, 12, 47, '0.982', '1.208'], [59, 12, 47, '0.982', '1.208'], [59, 12, 47, '0.982', '1.208'], [59, 12, 47, '0.982', '1.208']]",-1.8259833135,-1.84083074832,-2.88596568322
"[[35, 16, 19, '0.983', '1.42'], [35, 16, 19, '0.983', '1.42'], [35, 16, 19, '0.983', '1.42'], [35, 16, 19, '0.983', '1.42'], [35, 16, 19, '0.983', '1.42']]",-2.84278283825,-2.90087642111,-1.77968341571
"[[28, 13, 15, '0.987', '1.391'], [28, 13, 15, '0.987', '1.391'], [28, 13, 15, '0.987', '1.391'], [28, 13, 15, '0.987', '1.391'], [28, 13, 15, '0.987', '1.391']]",-2.87338068199,-1.90706802618,-2.94326091863
"[[40, 33, 7, '0.985', '1.22'], [40, 33, 7, '0.985', '1.22'], [40, 33, 7, '0.985', '1.22'], [40, 33, 7, '0.985', '1.22'], [40, 33, 7, '0.985', '1.22']]",-1.92274049728,-2.88631743485,-1.9496624279
"[[15, 11, 4, '0.988', '2.343'], [15, 11, 4, '0.988', '2.343'], [15, 11, 4, '0.988', '2.343'], [15, 11, 4, '0.988', '2.343'], [15, 11, 4, '0.988', '2.343']]",-2.7544100065,-1.80040318291,-1.9826566318
"[[55, 40, 15, '0.999', '1.227'], [55, 40, 15, '0.999', '1.227'], [55, 40, 15, '0.999', '1.227'], [55, 40, 15, '0.999', '1.227'], [55, 40, 15, '0.999', '1.227']]",-1.79241908257,-2.70414404318,-1.64642871762
"[[50, 28, 22, '1.005', '1.219'], [50, 28, 22, '1.005', '1.219'], [50, 28, 22, '1.005', '1.219'], [50, 28, 22, '1.005', '1.219'], [50, 28, 22, '1.005', '1.219']]",-1.54227429605,-1.58378990325,-2.60606776082
"[[48, 42, 6, '1.01', '0.985'], [48, 42, 6, '1.01', '0.985'], [48, 42, 6, '1.01', '0.985'], [48, 42, 6, '1.01', '0.985'], [48, 42, 6, '1.01', '0.985']]",-2.49943689141,-1.74375523994,-1.41005632632
"[[45, 34, 11, '1.017', '1.161'], [45, 34, 11, '1.017', '1.161'], [45, 34, 11, '1.017', '1.161'], [45, 34, 11, '1.017', '1.161'], [45, 34, 11, '1.017', '1.161']]",-1.36772627421,-1.49641534687,-2.57306166639
"[[24, 14, 10, '1.015', '2.345'], [24, 14, 10, '1.015', '2.345'], [24, 14, 10, '1.015', '2.345'], [24, 14, 10, '1.015', '2.345'], [24, 14, 10, '1.015', '2.345']]",-2.43782370585,-1.47320959314,-1.46312495906
"[[20, 15, 5, '1.014', '2.774'], [20, 15, 5, '1.014', '2.774'], [20, 15, 5, '1.014', '2.774'], [20, 15, 5, '1.014', '2.774'], [20, 15, 5, '1.014', '2.774']]",-1.30390449585,-2.18609867227,-2.42082253254
"[[20, 20, 0, '1.013', '1.907'], [20, 20, 0, '1.013', '1.907'], [20, 20, 0, '1.013', '1.907'], [20, 20, 0, '1.013', '1.907'], [20, 20, 0, '1.013', '1.907']]",-2.19998158546,-1.4395340158,-2.12460452711
"[[21, 6, 15, '0.909', '1.14'], [21, 6, 15, '0.909', '1.14'], [21, 6, 15, '0.909', '1.14'], [21, 6, 15, '0.909', '1.14'], [21, 6, 15, '0.909', '1.14']]",-2.11102880657,-2.21167441481,-1.15517713849
"[[39, 4, 35, '0.908', '0.768'], [39, 4, 35, '0.908', '0.768'], [39, 4, 35, '0.908', '0.768'], [39, 4, 35, '0.908', '0.768'], [39, 4, 35, '0.908', '0.768']]",-1.16083941329,-1.78002722874,-2.43431098745
"[[63, 1, 62, '0.899', '1.197'], [63, 1, 62, '0.899', '1.197'], [63, 1, 62, '0.899', '1.197'], [63, 1, 62, '0.899', '1.197'], [63, 1, 62, '0.899', '1.197']]",-2.50263126753,-1.29556209991,-1.38000288656
"[[27, 11, 16, '0.896', '1.556'], [27, 11, 16, '0.896', '1.556'], [27, 11, 16, '0.896', '1.556'], [27, 11, 16, '0.896', '1.556'], [27, 11, 16, '0.896', '1.556']]",-1.34428024491,-2.60284223947,-1.48247080071
"[[65, 55, 10, '0.904', '1.96'], [65, 55, 10, '0.904', '1.96'], [65, 55, 10, '0.904', '1.96'], [65, 55, 10, '0.904', '1.96'], [65, 55, 10, '0.904', '1.96']]",-2.44227502991,-1.36240366066,-1.4415182159
"[[51, 22, 29, '0.897', '1.579'], [51, 22, 29, '0.897', '1.579'], [51, 22, 29, '0.897', '1.579'], [51, 22, 29, '0.897', '1.579'], [51, 22, 29, '0.897', '1.579']]",-1.18868115755,-2.19447397008,-1.48582874185
"[[26, 16, 10, '0.89', '0.737'], [26, 16, 10, '0.89', '0.737'], [26, 16, 10, '0.89', '0.737'], [26, 16, 10, '0.89', '0.737'], [26, 16, 10, '0.89', '0.737']]",-2.14091969385,-1.01833348093,-0.961178959787
"[[27, 6, 21, '0.889', '1.906'], [27, 6, 21, '0.889', '1.906'], [27, 6, 21, '0.889', '1.906'], [27, 6, 21, '0.889', '1.906'], [27, 6, 21, '0.889', '1.906']]",-0.925684443844,-1.1570150361,-1.99728843505
"[[28, 14, 14, '0.889', '1.596'], [28, 14, 14, '0.889', '1.596'], [28, 14, 14, '0.889', '1.596'], [28, 14, 14, '0.889', '1.596'], [28, 14, 14, '0.889', '1.596']]",-1.78751100846,-0.939887736278,-0.759110850843
"[[20, 3, 17, '0.89', '2.353'], [20, 3, 17, '0.89', '2.353'], [20, 3, 17, '0.89', '2.353'], [20, 3, 17, '0.89', '2.353'], [20, 3, 17, '0.89', '2.353']]",-0.780686448711,-0.532628011369,-1.81579970952
"[[13, 1, 12, '0.989', '0.994'], [13, 1, 12, '0.989', '0.994'], [13, 1, 12, '0.989', '0.994'], [13, 1, 12, '0.989', '0.994'], [13, 1, 12, '0.989', '0.994']]",-0.564225543089,-1.60049345003,-0.583772228284
"[[46, 38, 8, '0.971', '0.266'], [46, 38, 8, '0.971', '0.266'], [46, 38, 8, '0.971', '0.266'], [46, 38, 8, '0.971', '0.266'], [46, 38, 8, '0.971', '0.266']]",-1.74364303434,-0.510837241343,-0.846721777854
"[[37, 29, 8, '0.979', '0.427'], [37, 29, 8, '0.979', '0.427'], [37, 29, 8, '0.979', '0.427'], [37, 29, 8, '0.979', '0.427'], [37, 29, 8, '0.979', '0.427']]",-0.699528955278,-1.64671480598,-0.664529156603
"[[25, 10, 15, '0.98', '0.718'], [25, 10, 15, '0.98', '0.718'], [25, 10, 15, '0.98', '0.718'], [25, 10, 15, '0.98', '0.718'], [25, 10, 15, '0.98', '0.718']]",-1.24337163792,-0.572754501283,-1.48550930356
"[[20, 9, 11, '0.982', '0.937'], [20, 9, 11, '0.982', '0.937'], [20, 9, 11, '0.982', '0.937'], [20, 9, 11, '0.982', '0.937'], [20, 9, 11, '0.982', '0.937']]",-0.517091746092,-1.34600199312,-0.434744552785
"[[50, 42, 8, '0.99', '0.629'], [50, 42, 8, '0.99', '0.629'], [50, 42, 8, '0.99', '0.629'], [50, 42, 8, '0.99', '0.629'], [50, 42, 8, '0.99', '0.629']]",-0.236631861357,-0.382356567454,-1.19300893849
"[[67, 58, 9, '0.998', '0.625'], [67, 58, 9, '0.998', '0.625'], [67, 58, 9, '0.998', '0.625'], [67, 58, 9, '0.998', '0.625'], [67, 58, 9, '0.998', '0.625']]",-1.04502758939,-0.0484311676575,-0.152243301175
"[[33, 3, 30, '0.998', '1.26'], [33, 3, 30, '0.998', '1.26'], [33, 3, 30, '0.998', '1.26'], [33, 3, 30, '0.998', '1.26'], [33, 3, 30, '0.998', '1.26']]",-0.00158186300762,-0.965738518263,0.0974480500013
